0,1,2,3,4,5,6,7,8
مركز أبو حطب للعلاج الطبيعي,إعاقات ذهنية,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,1cfd1032-5320-47d1-adb7-b7cd5c0134bd,,,عمان، صويلح، شارع الملكة رانيا، إشارة الدوريات - بناء (383)
المدرسة النموذجية للشلل الدماغي,إعاقات حركية,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,40b0daec-2606-4db4-9b7e-e666476e2185,962795546972,cp_school_ammanfirst@yahoo.com,عمان، الشميساني، شارع رفعت الصليبي - بناية رقم 16
أكاديمية طوبى للتربية الخاصة وتنمية القدرات,إعاقات حركية,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,338ed564-7a67-4768-916c-f8e49362fcf4,,,عمان، شارع مكة، خلف محطة السندباد للمحروقات
أكاديمية التميز الشامل,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,2b77999d-53f6-43a0-a1b4-5f8c8ad66e70,962795516721,,عمان، شارع الأردن، قرب جامعة عمان العربية
جمعية الصداقة الأردنية الخيرية لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,f2312bd6-e5e7-4d16-b7d1-955cde797592,962797134415,,عمان، القويسمة، خلف كازية العصيوي _ مقابل عيادة جنى
المركز الإستشاري للتوحد,إعاقات حركية,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,5795c772-bd74-4312-86df-673acc726a37,962795557769,,عمان، شفا بدران، بجانب القيادة العامة لقوات الدرك
مركز المنار للتنمية الفكرية / المفرق,توحد,المراكز والمؤسسات,المفرق|جهة حكومية,الأردن,c743dce3-af62-4b68-80f3-b2facbf840b0,,tahabk@yahoo.com,المفرق، الرويشد، الشارع الرئيسي - جانب المؤسسة الإستهلاكية
مركز المنار للتنمية الفكرية /عجلون,إعاقات ذهنية,المراكز والمؤسسات,جهة حكومية|عجلون,الأردن,992a4d8a-4f90-4a13-9725-fd0a4b4df059,,,عجلون، عنجرة، طريق عمان القديم، حي سرارة - بجانب مكتب د.محمود ابو خلف
مدرسة الأمل الثانوية المختلطة للصم,إعاقات ذهنية,المراكز والمؤسسات,جهة حكومية|عمان,الأردن,e4aa1ed9-68e0-4c90-aeea-729cd317d343,,alamaldeafammanfirst66@yahoo.com,عمان، جبل اللويبدة، قرب دوار باريس - بجانب المركز الصحي الشامل ومؤسسة الأيتام
جمعية الجنوب للتربية الخاصة,إعاقات سمعية,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,dba082db-8f7d-4af5-886f-219e0ec0113f,,ssmaan1996@yahoo.com,معان، السطح، الطريق الصحراوي - قرب بيت التنمية والقرى
جمعية الطيبة الجنوبية لذوي الإحتياجات الخاصة /البتراء,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,19dcc15f-dcd1-4b96-a783-2d4317c7d1aa,962777244883,,معان، لواء البتراء ، بلدة الطيبة، مقابل مكتب بريد الطيبة
جمعية مهارات لرعاية وتأهيل ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,48539308-a7eb-4a3a-9b92-0d9fb3899d40,,tharwa_a@yahoo.com,معان، طريق أذرح، خلف مسجد ماريا القبطية
مركز المنار للتنمية الفكرية /أذرح,إعاقات متعددة,المراكز والمؤسسات,جهة حكومية|معان,الأردن,21523c3a-02b6-46a3-90bb-13b8f30a99eb,962795020224,,معان، مكان الشرطة سابقاً
جمعية الأمل الخيرية /جرش,إعاقات ذهنية,المراكز والمؤسسات,جرش|جهة تطوعية,الأردن,eb85566e-51f9-4942-bfca-507d6cd56a1e,962779526856,,جرش، بناية الإتحاد العام للجمعيات الخيرية
جمعية أم الزيتون الخيرية,إعاقات متعددة,المراكز والمؤسسات,جرش|جهة تطوعية,الأردن,1caa1312-6c1e-491d-8ba1-60c344b07772,962772409099,,جرش، أم الزيتون، بجانب مدرسة الذكور
جمعية جرش لرعاية ذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,جرش|جهة تطوعية,الأردن,99df06fd-79a7-42cc-9fd2-21557b470a18,962772091303,,جرش، شارع المفرق، بناية الإتحاد العام للجمعيات الخيرية
جمعية قفقفا للتنمية الاجتماعية,إعاقات متعددة,المراكز والمؤسسات,جرش|جهة تطوعية,الأردن,a6b24dee-4d11-4995-904c-348bf5af8867,962772203004,,جرش، قفقفا، بجانب مسجد خباب بن الأرت
مركز التأهيل المجتمعي للأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,جرش|جهة دولية,الأردن,9f43fc2e-da27-4f8f-b95d-e79d2cb3138d,962795343339,jerashcbrc@yahoo.com,جرش، مخيم جرش، خلف مدارس وكالة الغوث - شارع الحدادة
مركز نور الحياة للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جرش|جهة خاصة,الأردن,98fb9d00-6bc6-4b7d-9c58-9c1ff6add770,,ayasrah_68@hotmail.com,جرش، حي ظهر السرو، قرب مدرسة جرش الأهلية
جمعية أم القطين لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,597df685-190e-4455-8d1b-789b19790ad9,962772167979,,المفرق، لواء البادية الشرقية، قضاء أم القطين
مركز سيدة السلام لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,العقبة|جهة تطوعية,الأردن,e6b66900-7b24-4f2a-89c1-b180ff53ec91,962777966829,,العقبة، المنطقة الثامنة، بجانب مسجد الرياطي
جمعية أجيال الخيرية,إعاقات متعددة,المراكز والمؤسسات,العقبة|جهة تطوعية,الأردن,58236882-a760-422c-bb18-e43144761056,,ajyalaqaba@yahoo.com,العقبة، وسط البلد، بجانب مركز أمن المدينة
جمعية البادية الجنوبية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,العقبة|جهة تطوعية,الأردن,c2296c1f-2371-4c29-90eb-ecf79cabd88b,962777327856,,العقبة، القويرة، حي العمران
مركز المنار للتنمية الفكرية / العقبة,إعاقات متعددة,المراكز والمؤسسات,العقبة|جهة حكومية,الأردن,3ab39eea-5a3c-4c1d-a791-5bfa0ef11c12,,,العقبة، القويرة، الشارع الدولي عمان_ العقبة - مقابل مستشفى القويرة العسكري
جمعية الثغر لرعاية المعوقين,إعاقات ذهنية,المراكز والمؤسسات,العقبة|جهة تطوعية,الأردن,bad3d002-3e1c-404b-9d67-6d6de8cf5155,,,العقبة، المنطقة السادسة، قرب إتحاد عام الجمعيات الخيرية
جمعية مؤسسة العناية بالشلل الدماغي,إعاقات ذهنية,المراكز والمؤسسات,العقبة|جهة تطوعية,الأردن,c0e88e6c-63d3-46cb-8563-d38cf2bfe04c,962797742850,cpsammjo@orange.jo,العقبة، المنطقة الرابعة، قرب مركز أبو زهرة التجاري
جمعية بصيرا الخيرية,إعاقات حركية,المراكز والمؤسسات,الطفيلة|جهة تطوعية,الأردن,a70328ec-9103-4260-91a6-57c011934e9b,,jrofou@yahoo.com,الطفيلة، بصيرا، البلدة القديمة - شارع الفريوات
مدرسة عبد الرحمن بن عوف للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الطفيلة|جهة حكومية,الأردن,47ded1cb-bb0a-404b-a22a-671dcecb4c58,,,الطفيلة، بجانب مركز صحي الطفيلة الأولى - قرب مديرية تربية الطفيلة
مركز الجود للتربية الخاصة,إعاقات سمعية,المراكز والمؤسسات,الكرك|جهة خاصة,الأردن,01c093c5-4934-46a3-bcff-ac446b089ac2,962772098084,,الكرك، مؤتة، حي الجامعة - مقابل صالة أنوار مؤتة
جمعية اللورنس لذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,aae28b52-b807-461b-adf8-8306389acc64,962797877427,umlorans2011@gmail.com,الكرك، لواء القصر، مقابل شركة الكهرباء
جمعية السرى لحقوق الأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,e783850c-a408-4dec-aaff-50fcb94a2f70,962796446321,faris.frhan@yahoo.com,الكرك، الثنية، قرب شركة الكهرباء
جمعية الشهيد عمر المجالي للتبرع بالقرنيات والأعضاء,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,142e4736-5b01-416d-bc4d-1c87623cee7d,962799466667,hemoooo2015.hm@gmail.com,الكرك، بلدة الربة
جمعية نغم الحياة الخيرية,إعاقات بصرية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,9bc0c1b4-736c-4e11-a97c-bec250d6f968,962790525292,hemo2018.majali@gmail.com,الكرك، بلدة الربة
جمعية المدينة المنورة لرعاية ذوي الإحتياجات الخاصة وأسرهم الخيرية,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,fad8fc70-5e26-449e-a231-bb1bcdddeb4b,,,الكرك، العدنانية، مقابل مدرسة زيد بن حارثة
مركز الكرك للرعاية والتأهيل,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة حكومية,الأردن,43fddc03-9069-4456-9a83-2685c02ea4ef,962796984724,markez.karak@mosd.com.jo,الكرك، الوسية، بجانب جمعية مؤتة للتربية الخاصة
مركز القطرانة للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة حكومية,الأردن,04764323-0cd5-4f26-a571-fa79ae2d32f7,,,الكرك، القطرانة، قرب المركز الصحي - بجانب مركز الشباب
جمعية غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,4b2c294c-6dc5-4e3c-b425-ac7af65dfa0a,962797937157,,الكرك، غور الصافي، شارع السوق التجاري - جانب مدرسة الصافي الثانوية للبنين
مركز مؤاب لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,360abd40-1ea8-40cf-ada2-a0ef1ada26f6,962795826797,khaledtarawna@yahoo.com,الكرك، الخالدية، المزار الجنوبي، مؤاب
جمعية سيدات غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,003026af-f885-4d18-9df0-7f04a1055983,962795643422,saficrafts@gmail.com,الكرك، الأغوار الجنوبية، قرب مستشفى غور الصافي
مركز الكرك للشلل الدماغي,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,50f32d4a-6a38-44d1-9bc2-c7a19ef4b0ed,962797028053,cpf.karak@hotmail.com,الكرك، منطقة المنشية، بعد إشارة المستشفى العسكري - خلف مدرسة المنشية للبنين
جمعية الكرك لرعاية ذوي الإعاقات الحركية,إعاقات حركية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,5dfe7641-064c-467e-8637-67a96dcabe4a,,,الكرك، شارع مجمع النقابات المهنية سابقاً، مقابل مصاروة
جمعية البتراء للتربية الخاصة,إعاقات حركية,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,4fea3b61-483c-4b39-924a-1d59856003de,962795410168,mohammad.ghanem1@gmail.com,معان، وادي موسى، وسط البلد، نادي الشباب - ط أرضي
جمعية الشراه الجنوبية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,a2656192-aacf-48fd-a4f3-517826112397,,,معان، قضاء المريغة، مقابل مدرسة المريغة الأساسية للذكور
جمعية الشوبك لرعاية الأيتام وذوي الإحتياجات الخاصة الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,9f4d305e-384e-4038-8d10-6c460a959a03,962772696336,,معان، مثلث الشوبك، وسط البلد - مسجد مصعب بن عمير
جمعية الحسينية لرعاية وتأهيل المعاقين,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,a4ba7aa5-98e2-4f81-a5f9-26011209beb5,962777535251,,معان، الحسينية
جمعية الراجف للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,3b01ded5-83e1-4178-828b-a3f33782446b,962772167185,,معان، البتراء، راجف، قرب مدرسة الراجف - حي الجمعية
مركز الكورة الشامل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة حكومية,الأردن,1d33f542-a00b-46ee-8c8e-96d9f4ea568c,,,إربد، الكورة، دير أبو سعيد
الجمعية الهاشمية لرعاية وتأهيل المعاقين,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,eae2ca5b-5add-4e52-9ac6-e5987492de50,962777373034,the-hartrp-jordan@yahoo.com,إربد، كفر أسد، غرب إربد - مقابل بلدية الوسطية
جمعية أصحاب الهمم للمعوقين,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,2aae8d01-7a11-4279-b20c-6ab41616b5d6,,kafrainy@gmail.com,إربد، الأغوار الشمالية، المشارع، الشارع الرئيسي - قرب مسجد أبو ذر الغفاري
أكاديمية الشمال للتدريب والتأهيل,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة خاصة,الأردن,583ef711-de7c-4f23-9186-0f014d903baa,962785721799,robeidat78@yahoo.com,إربد، غرب دوار إربد مول، باتجاه طريق مجمع الغور
جمعية علعال الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,a410d5db-6e8f-4b14-b1e2-0a7a9a277498,962777548219,,إربد، علعال، مقابل مسجد علعال الكبير
مركز البقاعي للرعاية والتأهيل الشامل,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة خاصة,الأردن,cfa262e2-6581-46f5-b43f-e11708136fbb,962798542071,alboqaiworld@gmail.com,إربد، الحي الشرقي، خلف مركز أمن الحي الشرقي
جمعية الشفاء لرعاية المعوقين,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,c10be406-3a71-42ad-b4c0-eb53a9a3cb48,,,إربد، مثلث فوعرا، تحت مسجد الإيمان
جمعية المنشية لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,51bfc397-6eb8-4f2b-82b8-94cab2cffcfe,962788943188,,إربد، منشية بني حسن
جمعية سمر الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,a25d6d5c-05bd-4aca-8527-2ac9588edb43,962795639172,,إربد، بني كنانة، بلدة سمر - قرب بلدية الشعلة
مركز التأهيل المجتمعي للمعاقين,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة دولية,الأردن,edddfb54-dd7a-402a-95cd-12ba2828eb3b,,irbidcbr94@yahoo.com,إربد، مخيم إربد، الحي الشمالي، شارع بلاط الشهداء - بجانب مدارس الوكالة
جمعية كفر عوان الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,79154c30-9239-49cd-839b-e8b73c8603fb,,,إربد، الكورة، كفر عوان، وسط البلد - قرب جامع العباس
جمعية اليرموك /لواء بني كنانة,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,f8040e78-f580-4af6-855f-d9c16083d638,962776642717,yarmouk_society99@yahoo.com,إربد، بني كنانة، حبراص، الشارع الرئيسي - تحت بلدية الكفارات
جمعية دير يوسف الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,abc96a02-8c77-422e-8466-72e378881447,,rabee.alomari@yahoo.com,إربد، دير يوسف، وسط البلد - مقابل المسجد الكبير
الجمعية الخيرية للعمل الإجتماعي,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,5fc7d551-47ea-4b1c-aad1-61768669c463,,charity4unable@gmail.com,إربد، حي التركمان، خلف المركز الصحي
جمعية ارحابا الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,9aaa475f-85c9-480c-a530-7c0a148d8f7e,962797520961,rehabacharity@gmail.com,إربد، المزار	ارحابا، الشارع الرئيسي - قرب مسجد النور 
جمعية الطيبة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,f88945d9-5284-4226-bc25-81daea1ea927,,alawnehyasmeen@gmail.com,إربد، لواء الطيبة، قرب مديرية التنمية الإجتماعية
جمعية أبي عبيدة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,00b895f5-3156-4e7d-b21e-cd38d2cebaa7,962772120110,,إربد، المزار الشمالي، قرب مدرسة بنات المزار الأساسية الاولى
جمعية المشارع الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,3b58ead2-c204-49e4-b339-4b3f9c41757f,,,إربد، الأغوار الشمالية، المشارع - قرب نادي المشارع
جمعية أبي الدرداء للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,b70f1baf-c320-4e28-94fb-68dfbbef2666,962785552382,,إربد، زحر، بجانب ثانوية البنات
مركز المنار للتنمية الفكرية/ إربد,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة حكومية,الأردن,c35d31bc-ce13-4fe6-beba-47ee94389119,962777776436,tamam.alatik@yahoo.com,إربد، طريق حوارة، قرب كازية الكراسنة - بجانب صالة بردى
مركز العناية بالسمع والنطق,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,075356b4-a908-4335-b1aa-56507b91ced0,962796317417,speech_hearing@yahoo.com,إربد، مجمع عمان القديم
الجمعية الأردنية للسمع والنطق,إعاقات سمعية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,d9201eeb-c825-4aa8-9037-c64dfcfecad6,962799364637,jordanian.society_hs@yahoo.com,إربد، مقابل البوابة الشمالية لجامعة اليرموك
مركز صوت الحياة للسمع والنطق,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة خاصة,الأردن,1e7726af-decc-4a35-bbb7-1d8327c137ab,962785195902,sound_live00@yahoo.com,إربد، شارع الملك طلال، مجمع المدينة المنورة - ط1
جمعية ملكا الخيرية,إعاقات سمعية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,829ca15d-e898-4103-8ef1-93cf59651e4a,962777780220,,إربد، ملكا، شرق المركز الصحي - قرب المقبرة
جمعية جديتا الخيرية,إعاقات سمعية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,ba910507-3a44-4497-b4dc-8051453c05d2,,,إربد، الكورة، جديتا - الشارع الرئيسي
جمعية النهضة للتحديات الحركية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,7a12153b-7493-4a58-874c-d250597377c0,962777717917,nahdairbid@gmail.com,إربد، شارع محمد نجيب، قرب دائرة الأحوال المدنية
مركز إربد للشلل الدماغي,إعاقات حركية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,9fba453c-9321-4b01-9efb-6fc70313739f,,cpf.irbid@yahoo.com,إربد، شارع فلسطين، بداية حي طوال البارحة - قرب دار الأحداث
"جمعية العائلة البيضاء ""الألبينو"" الخيرية",إعاقات حركية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,b9881be3-a06a-49af-bf6f-00d157a64be0,,albino.jordan@barid.com,إربد، شارع الهاشمي، مقابل المسجد الهاشمي - مجمع الزهراوي
جمعية معاذ بن جبل الخيرية للمكفوفين,إعاقات بصرية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,80cdb3e8-a31e-4921-ac2b-60fcf912b3ae,962795062164,,إربد، الأغوار الشمالية، الشونة الشمالي - قرب مديرية الأشغال العامة
بيت اللقاء لذوي الإحتياجات الخاصة,إعاقات بصرية,المراكز والمؤسسات,جهة تطوعية|جهة خاصة|مأدبا,الأردن,c2dd12b0-aa5d-440c-a794-30f606b83d50,962788654998,sermigiordan@gmail.com,مأدبا، طريق ذيبان، منطقة التيم - بجانب المقبرة المسيحية الجديدة
مركز الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|مأدبا,الأردن,c89135a2-abc7-4f1a-9172-0629f7ab409c,962795062153,,مأدبا، صوفا، بعد المقبرة الاسلامية
جمعية عبد الرحمن بن عوف الخيرية,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية|مأدبا,الأردن,5208f2ea-5ebe-491a-b9a0-2d8dbabd175e,,fasatlaali@gmail.com,مأدبا، شارع الملك عبدالله، بناء عبدالله مرزوق - ط1
جمعية الوفاق الخيرية,إعاقات سمعية,المراكز والمؤسسات,جهة تطوعية|مأدبا,الأردن,68844645-1d2e-4e9b-8179-136c36f65a10,,abd_wledat@yahoo.com,مأدبا، لواء ذيبان، قرية المشرفة، الشارع العام - مقابل أسواق المدينة الإستهلاكية
جمعية السلط لرعاية وتأهيل ذوي الإعاقات الخيرية,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,c93200b0-39f2-4ddb-83de-25405ca55d26,962772281001,m_hisat69@yahoo.com,البلقاء، شارع الميدان، قرب مكتب إفتاء البلقاء - مقابل البنك التجاري الأردني
"مركز الجوفة المجتمعي للتأهيل ""بيت سليم """,إعاقات متعددة,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,2d8fffb8-4a5e-45e6-9a98-ffa9e0a38923,962795111330,,البلقاء، لواء الشونة الجنوبية، قرية الجوفة، خلف المركز الصحي - بجانب الصندوق الأردني الهاشمي
جمعية البلاونة الخيرية,إعاقات متعددة,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,4c9d4b9c-9e32-419b-b62c-ebb852c00958,,nawalsalm@gmail.com,البلقاء، دير علا، البلاونة، منطقة أبي عبيدة البلاونة - بجانب شعبة البريد
مركز الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,878b6111-9d95-4d9c-8b70-f831d3b69d28,962776468564,,البلقاء، شارع بركة العامرية، بجانب مدارس البلقاء الإسلامية
مركز الأميرة عالية بنت الحسين للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,b4675b81-2f8d-46be-b945-b6a0cdc40755,,,البلقاء، مخيم البقعة، قرب عيادات وكالة الغوث
جمعية السلط الخيرية الإسلامية,إعاقات ذهنية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,efe8df57-e8ab-4196-b9a6-f50e7b818c53,962795319927,saltsociety@yahoo.com,البلقاء، السلط، مجمع الدوائر الحكومية - جسر زي
جمعية الروضة للتنمية الإجتماعية,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,76216a44-342a-459e-966f-276416753333,,,البلقاء، لواء الشونة الجنوبية، منطقة الروضة - شارع البلدية
مؤسسة الأراضي المقدسة للصم,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,8deba8e2-2e7b-4ca3-8644-83f45081926b,962792568382,hlid@go.com.jo,البلقاء، حي السلالم، بجانب مصنع الأدوية
جمعية الرؤى للمكفوفين/دير علا,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,5a099f25-0d2a-4757-acda-f4ad403cce6e,,rooamk@yahoo.com,البلقاء، دير علا، الصوالحة - بجانب مسجد الصوالحة الكبير
جمعية سعد بن معاذ الخيرية لذوي الإحتياجات الخاصة,إعاقات بصرية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,87830267-dd58-42ef-aad0-15e892dffa24,962796268074,hamada.2029@hotmail.com,الزرقاء، حي الأمير محمد، الحاووز، شارع الأندلس - قرب مستشفى الزرقاء الحكومي
مركز التأهيل والتشغيل المهني,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,2e6e0dc6-8c39-4f32-ae37-bc7ff906d6e8,962777336637,,الزرقاء، شارع عمان_الرصيفة، بجانب جامع مدينة الحجاج - مقابل مخيم حطين
جمعية زارعي البسمة الخيرية,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,75c1daef-2e04-4698-b8ed-7ab5e9b95b81,962796843053,,الزرقاء، مخيم حطين، شارع الملك حسين - قرب صيدلية مكة - بناء317
مركز الأمل الجديد لرعاية متعددي الإعاقات,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,ad7c6fe8-2ec9-4e92-8c5c-9631e7277494,962786453394,newhappy_center@yahoo.com,الزرقاء، الرصيفة، ياجوز، خلف مستشفى الأمير فيصل - بجانب مستودعات الصحة /التزويد
مركز حطين للكشف المبكر عن الإعاقات والتأهيل المجتمعي,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,50f1bd79-2cac-4bf1-9a30-5ac5067bcdc5,,,الزرقاء، الرصيفة ، مخيم حطين، الشارع الرئيسي - بجانب المركز الأمني
جمعية سيدات الضليل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,60ab1bab-a6d4-4086-a5d4-54e624e77e17,,fateman71@yahoo.com,الزرقاء، الضليل، مقابل مركز الرعاية وكازية الصالح
مركز التأهيل المبني على المجتمع المحلي,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة دولية,الأردن,471d75c3-8944-4034-9f38-60a7a9dd0f47,962795023025,,الزرقاء، مخيم الزرقاء، شارع المدارس
جمعية خطوتنا,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,29561901-d4dc-41fc-91b4-edb6e9ff3700,962795851643,newstep_2010@hotmail.com,الزرقاء، الرصيفة، إسكان هاشم - داخل حديقة بركة الببسي(فرح)
مركز رؤيا للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,bcd22768-4628-40f1-bf8e-4877c8cc8a65,962777736903,royaeducation@hotmail.com,الزرقاء، الزرقاء الجديدة، مقابل مسجد يافا الكبير
مركز مراد الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,0d0606a6-4af0-41b0-a4f6-c0e737e7450a,962795912600,,الزرقاء، حي السلام، شارع علي بن أبي طالب
مركز جمعية عثمان بن عفان للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,9074e629-7be5-4802-bb16-6c2425683c26,962788140591,othman.society.jo@gmail.com,الزرقاء، الزرقاء الجديدة، شارع مكة المكرمة -بناء رقم 92
جمعية السيدات العاملات,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,7e0a8577-e3e0-4997-816c-b1acafe60417,,w_wworkingsociety@hotmail.com,الزرقاء، الرصيفة، الجبل الجنوبي - شارع محمود سالم الحلبي - بناية 4
شركة العطاء الشامل,إعاقات حركية,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,d107f72c-cab2-4d73-bd10-eaeea1363e9d,962799229966,alaaalmalki0@gmail.com,الزرقاء، الزرقاء الجديدة، عيادات البتراوي سابقاً - خلف السيفوي
مركز الضليل للرعاية والتأهيل,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,84903d24-89a5-4f2a-8d15-f786b08e8a8f,962785103384,,الزرقاء، الضليل، خلف أسواق الضليل المركزية - بجانب المدرسة المركزية للذكور
جمعية عقربا الخيرية التنموية / مركز النشاط النهاري للمعاقين الكبار,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,2f26f143-8b6a-4f5e-94ab-65578e9f3855,,,الزرقاء، حي رمزي، قرب مدرسة سعيد بن المسيب
