0,1,2,3,4,5,6,7,8
جمعية الثغر لرعاية المعوقين,إعاقات ذهنية,المراكز والمؤسسات,العقبة|جهة تطوعية,الأردن,habdir144,,,العقبة، المنطقة السادسة، قرب إتحاد عام الجمعيات الخيرية
جمعية مؤسسة العناية بالشلل الدماغي,إعاقات ذهنية,المراكز والمؤسسات,العقبة|جهة تطوعية,الأردن,habdir145,962797742850,cpsammjo@orange.jo,العقبة، المنطقة الرابعة، قرب مركز أبو زهرة التجاري
جمعية بصيرا الخيرية,إعاقات حركية,المراكز والمؤسسات,الطفيلة|جهة تطوعية,الأردن,habdir146,,jrofou@yahoo.com,الطفيلة، بصيرا، البلدة القديمة - شارع الفريوات
مدرسة عبد الرحمن بن عوف للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الطفيلة|جهة حكومية,الأردن,habdir147,,,الطفيلة، بجانب مركز صحي الطفيلة الأولى - قرب مديرية تربية الطفيلة
مركز الجود للتربية الخاصة,إعاقات سمعية,المراكز والمؤسسات,الكرك|جهة خاصة,الأردن,habdir148,962772098084,,الكرك، مؤتة، حي الجامعة - مقابل صالة أنوار مؤتة
جمعية اللورنس لذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir149,962797877427,umlorans2011@gmail.com,الكرك، لواء القصر، مقابل شركة الكهرباء
جمعية السرى لحقوق الأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir150,962796446321,faris.frhan@yahoo.com,الكرك، الثنية، قرب شركة الكهرباء
جمعية الشهيد عمر المجالي للتبرع بالقرنيات والأعضاء,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir151,962799466667,hemoooo2015.hm@gmail.com,الكرك، بلدة الربة
جمعية نغم الحياة الخيرية,إعاقات بصرية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir152,962790525292,hemo2018.majali@gmail.com,الكرك، بلدة الربة
جمعية المدينة المنورة لرعاية ذوي الإحتياجات الخاصة وأسرهم الخيرية,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir153,,,الكرك، العدنانية، مقابل مدرسة زيد بن حارثة
مركز الكرك للرعاية والتأهيل,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة حكومية,الأردن,habdir154,962796984724,markez.karak@mosd.com.jo,الكرك، الوسية، بجانب جمعية مؤتة للتربية الخاصة
مركز القطرانة للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة حكومية,الأردن,habdir155,,,الكرك، القطرانة، قرب المركز الصحي - بجانب مركز الشباب
جمعية غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir156,962797937157,,الكرك، غور الصافي، شارع السوق التجاري - جانب مدرسة الصافي الثانوية للبنين
مركز مؤاب لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir157,962795826797,khaledtarawna@yahoo.com,الكرك، الخالدية، المزار الجنوبي، مؤاب
جمعية سيدات غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir158,962795643422,saficrafts@gmail.com,الكرك، الأغوار الجنوبية، قرب مستشفى غور الصافي
مركز الكرك للشلل الدماغي,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir159,962797028053,cpf.karak@hotmail.com,الكرك، منطقة المنشية، بعد إشارة المستشفى العسكري - خلف مدرسة المنشية للبنين
جمعية الكرك لرعاية ذوي الإعاقات الحركية,إعاقات حركية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,habdir160,,,الكرك، شارع مجمع النقابات المهنية سابقاً، مقابل مصاروة
جمعية البتراء للتربية الخاصة,إعاقات حركية,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,habdir161,962795410168,mohammad.ghanem1@gmail.com,معان، وادي موسى، وسط البلد، نادي الشباب - ط أرضي
جمعية الشراه الجنوبية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,habdir162,,,معان، قضاء المريغة، مقابل مدرسة المريغة الأساسية للذكور
جمعية الشوبك لرعاية الأيتام وذوي الإحتياجات الخاصة الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,habdir163,962772696336,,معان، مثلث الشوبك، وسط البلد - مسجد مصعب بن عمير
جمعية الحسينية لرعاية وتأهيل المعاقين,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,habdir164,962777535251,,معان، الحسينية
جمعية الراجف للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,habdir165,962772167185,,معان، البتراء، راجف، قرب مدرسة الراجف - حي الجمعية
مركز الكورة الشامل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة حكومية,الأردن,habdir166,,,إربد، الكورة، دير أبو سعيد
الجمعية الهاشمية لرعاية وتأهيل المعاقين,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir167,962777373034,the-hartrp-jordan@yahoo.com,إربد، كفر أسد، غرب إربد - مقابل بلدية الوسطية
جمعية أصحاب الهمم للمعوقين,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir168,,kafrainy@gmail.com,إربد، الأغوار الشمالية، المشارع، الشارع الرئيسي - قرب مسجد أبو ذر الغفاري
أكاديمية الشمال للتدريب والتأهيل,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة خاصة,الأردن,habdir169,962785721799,robeidat78@yahoo.com,إربد، غرب دوار إربد مول، باتجاه طريق مجمع الغور
جمعية علعال الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir170,962777548219,,إربد، علعال، مقابل مسجد علعال الكبير
مركز البقاعي للرعاية والتأهيل الشامل,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة خاصة,الأردن,habdir171,962798542071,alboqaiworld@gmail.com,إربد، الحي الشرقي، خلف مركز أمن الحي الشرقي
جمعية الشفاء لرعاية المعوقين,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir172,,,إربد، مثلث فوعرا، تحت مسجد الإيمان
جمعية المنشية لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir173,962788943188,,إربد، منشية بني حسن
جمعية سمر الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir174,962795639172,,إربد، بني كنانة، بلدة سمر - قرب بلدية الشعلة
مركز التأهيل المجتمعي للمعاقين,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة دولية,الأردن,habdir175,,irbidcbr94@yahoo.com,إربد، مخيم إربد، الحي الشمالي، شارع بلاط الشهداء - بجانب مدارس الوكالة
جمعية كفر عوان الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir176,,,إربد، الكورة، كفر عوان، وسط البلد - قرب جامع العباس
جمعية اليرموك /لواء بني كنانة,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir177,962776642717,yarmouk_society99@yahoo.com,إربد، بني كنانة، حبراص، الشارع الرئيسي - تحت بلدية الكفارات
جمعية دير يوسف الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir178,,rabee.alomari@yahoo.com,إربد، دير يوسف، وسط البلد - مقابل المسجد الكبير
الجمعية الخيرية للعمل الإجتماعي,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir179,,charity4unable@gmail.com,إربد، حي التركمان، خلف المركز الصحي
جمعية ارحابا الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir180,962797520961,rehabacharity@gmail.com,إربد، المزار	ارحابا، الشارع الرئيسي - قرب مسجد النور 
جمعية الطيبة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir181,,alawnehyasmeen@gmail.com,إربد، لواء الطيبة، قرب مديرية التنمية الإجتماعية
جمعية أبي عبيدة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir182,962772120110,,إربد، المزار الشمالي، قرب مدرسة بنات المزار الأساسية الاولى
جمعية المشارع الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir183,,,إربد، الأغوار الشمالية، المشارع - قرب نادي المشارع
جمعية أبي الدرداء للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir184,962785552382,,إربد، زحر، بجانب ثانوية البنات
مركز المنار للتنمية الفكرية/ إربد,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة حكومية,الأردن,habdir185,962777776436,tamam.alatik@yahoo.com,إربد، طريق حوارة، قرب كازية الكراسنة - بجانب صالة بردى
مركز العناية بالسمع والنطق,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir186,962796317417,speech_hearing@yahoo.com,إربد، مجمع عمان القديم
الجمعية الأردنية للسمع والنطق,إعاقات سمعية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir187,962799364637,jordanian.society_hs@yahoo.com,إربد، مقابل البوابة الشمالية لجامعة اليرموك
مركز صوت الحياة للسمع والنطق,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة خاصة,الأردن,habdir188,962785195902,sound_live00@yahoo.com,إربد، شارع الملك طلال، مجمع المدينة المنورة - ط1
جمعية ملكا الخيرية,إعاقات سمعية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir189,962777780220,,إربد، ملكا، شرق المركز الصحي - قرب المقبرة
جمعية جديتا الخيرية,إعاقات سمعية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir190,,,إربد، الكورة، جديتا - الشارع الرئيسي
جمعية النهضة للتحديات الحركية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir191,962777717917,nahdairbid@gmail.com,إربد، شارع محمد نجيب، قرب دائرة الأحوال المدنية
مركز إربد للشلل الدماغي,إعاقات حركية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir192,,cpf.irbid@yahoo.com,إربد، شارع فلسطين، بداية حي طوال البارحة - قرب دار الأحداث
"جمعية العائلة البيضاء ""الألبينو"" الخيرية",إعاقات حركية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir193,,albino.jordan@barid.com,إربد، شارع الهاشمي، مقابل المسجد الهاشمي - مجمع الزهراوي
جمعية معاذ بن جبل الخيرية للمكفوفين,إعاقات بصرية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,habdir194,962795062164,,إربد، الأغوار الشمالية، الشونة الشمالي - قرب مديرية الأشغال العامة
بيت اللقاء لذوي الإحتياجات الخاصة,إعاقات بصرية,المراكز والمؤسسات,جهة تطوعية|جهة خاصة|مأدبا,الأردن,habdir195,962788654998,sermigiordan@gmail.com,مأدبا، طريق ذيبان، منطقة التيم - بجانب المقبرة المسيحية الجديدة
مركز الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|مأدبا,الأردن,habdir196,962795062153,,مأدبا، صوفا، بعد المقبرة الاسلامية
جمعية عبد الرحمن بن عوف الخيرية,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية|مأدبا,الأردن,habdir197,,fasatlaali@gmail.com,مأدبا، شارع الملك عبدالله، بناء عبدالله مرزوق - ط1
جمعية الوفاق الخيرية,إعاقات سمعية,المراكز والمؤسسات,جهة تطوعية|مأدبا,الأردن,habdir198,,abd_wledat@yahoo.com,مأدبا، لواء ذيبان، قرية المشرفة، الشارع العام - مقابل أسواق المدينة الإستهلاكية
جمعية السلط لرعاية وتأهيل ذوي الإعاقات الخيرية,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,habdir199,962772281001,m_hisat69@yahoo.com,البلقاء، شارع الميدان، قرب مكتب إفتاء البلقاء - مقابل البنك التجاري الأردني
"مركز الجوفة المجتمعي للتأهيل ""بيت سليم """,إعاقات متعددة,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,habdir200,962795111330,,البلقاء، لواء الشونة الجنوبية، قرية الجوفة، خلف المركز الصحي - بجانب الصندوق الأردني الهاشمي
جمعية البلاونة الخيرية,إعاقات متعددة,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,habdir201,,nawalsalm@gmail.com,البلقاء، دير علا، البلاونة، منطقة أبي عبيدة البلاونة - بجانب شعبة البريد
مركز الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,habdir202,962776468564,,البلقاء، شارع بركة العامرية، بجانب مدارس البلقاء الإسلامية
مركز الأميرة عالية بنت الحسين للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,habdir203,,,البلقاء، مخيم البقعة، قرب عيادات وكالة الغوث
جمعية السلط الخيرية الإسلامية,إعاقات ذهنية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,habdir204,962795319927,saltsociety@yahoo.com,البلقاء، السلط، مجمع الدوائر الحكومية - جسر زي
جمعية الروضة للتنمية الإجتماعية,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,habdir205,,,البلقاء، لواء الشونة الجنوبية، منطقة الروضة - شارع البلدية
مؤسسة الأراضي المقدسة للصم,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,habdir206,962792568382,hlid@go.com.jo,البلقاء، حي السلالم، بجانب مصنع الأدوية
جمعية الرؤى للمكفوفين/دير علا,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,habdir207,,rooamk@yahoo.com,البلقاء، دير علا، الصوالحة - بجانب مسجد الصوالحة الكبير
جمعية سعد بن معاذ الخيرية لذوي الإحتياجات الخاصة,إعاقات بصرية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,habdir208,962796268074,hamada.2029@hotmail.com,الزرقاء، حي الأمير محمد، الحاووز، شارع الأندلس - قرب مستشفى الزرقاء الحكومي
مركز التأهيل والتشغيل المهني,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,habdir209,962777336637,,الزرقاء، شارع عمان_الرصيفة، بجانب جامع مدينة الحجاج - مقابل مخيم حطين
جمعية زارعي البسمة الخيرية,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,habdir210,962796843053,,الزرقاء، مخيم حطين، شارع الملك حسين - قرب صيدلية مكة - بناء317
مركز الأمل الجديد لرعاية متعددي الإعاقات,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,habdir211,962786453394,newhappy_center@yahoo.com,الزرقاء، الرصيفة، ياجوز، خلف مستشفى الأمير فيصل - بجانب مستودعات الصحة /التزويد
مركز حطين للكشف المبكر عن الإعاقات والتأهيل المجتمعي,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,habdir212,,,الزرقاء، الرصيفة ، مخيم حطين، الشارع الرئيسي - بجانب المركز الأمني
جمعية سيدات الضليل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,habdir213,,fateman71@yahoo.com,الزرقاء، الضليل، مقابل مركز الرعاية وكازية الصالح
مركز التأهيل المبني على المجتمع المحلي,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة دولية,الأردن,habdir214,962795023025,,الزرقاء، مخيم الزرقاء، شارع المدارس
جمعية خطوتنا,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,habdir215,962795851643,newstep_2010@hotmail.com,الزرقاء، الرصيفة، إسكان هاشم - داخل حديقة بركة الببسي(فرح)
مركز رؤيا للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,habdir216,962777736903,royaeducation@hotmail.com,الزرقاء، الزرقاء الجديدة، مقابل مسجد يافا الكبير
مركز مراد الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,habdir217,962795912600,,الزرقاء، حي السلام، شارع علي بن أبي طالب
مركز جمعية عثمان بن عفان للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,habdir218,962788140591,othman.society.jo@gmail.com,الزرقاء، الزرقاء الجديدة، شارع مكة المكرمة -بناء رقم 92
جمعية السيدات العاملات,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,habdir219,,w_wworkingsociety@hotmail.com,الزرقاء، الرصيفة، الجبل الجنوبي - شارع محمود سالم الحلبي - بناية 4
شركة العطاء الشامل,إعاقات حركية,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,habdir220,962799229966,alaaalmalki0@gmail.com,الزرقاء، الزرقاء الجديدة، عيادات البتراوي سابقاً - خلف السيفوي
مركز الضليل للرعاية والتأهيل,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,habdir221,962785103384,,الزرقاء، الضليل، خلف أسواق الضليل المركزية - بجانب المدرسة المركزية للذكور
جمعية عقربا الخيرية التنموية / مركز النشاط النهاري للمعاقين الكبار,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,habdir222,,,الزرقاء، حي رمزي، قرب مدرسة سعيد بن المسيب
المركز الإستشاري التطبيقي للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,habdir223,962795654531,cacjo2012@gmail.com,الزرقاء، الرصيفة، طريق ياجوز، مقابل مديرية تربية الرصيفة
جمعية الخربة السمراء للإحتياجات الخاصة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,habdir224,,,المفرق، الخربة السمراء	، روضة الأمير محمد - قرب مدرسة الذكور
جمعية رعاية الطفل الخيرية,إعاقات متعددة,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,habdir225,962779383795,,المفرق، البادية الشمالية الشرقية، السعيدية - جانب المسجد الكبير
جمعية الخالدية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,habdir226,962777782688,,المفرق، الخالدية ، شارع جمعية التنمية - مقابل مقبرة البقيع
مركز الرواء للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,المفرق|جهة خاصة,الأردن,habdir227,962772228163,,المفرق، شارع ايدون، قرب نادي الطفل
جمعية تل الرماح للتنمية الاجتماعية,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,habdir228,962777288230,,المفرق،البادية الشمالية الشرقية ،قضاء دير الكهف
جمعية أهالي الرويشد للعناية بالأشخاص المعوقين,إعاقات حركية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,habdir229,962785842002,,المفرق، البادية الشمالية الشرقية، شارع بغداد - مقابل مبنى البلدية
جمعية رحاب لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,habdir230,962788121170,,المفرق، رحاب بني حسن، قرب المؤسسة العسكرية
جمعية بلعما للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,habdir231,962777716775,,المفرق، بلعما، بجانب جمعية بلعما للتنمية
جمعية صبحا لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,habdir232,962779819796,,المفرق، البادية الشمالية ، صبحا وصبحية الشارع العام
جمعية حليمة السعدية لرعاية الأيتام الخيرية,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,habdir233,962772326266,halema079@yahoo.com,المفرق،البادية الشمالية الغربية ،قضاء حوشة - الحمراء
جمعية عجلون الخيرية لشؤون الأشخاص ذوي الإعاقة,صعوبات تعلم,المراكز والمؤسسات,جهة تطوعية|عجلون,الأردن,habdir234,962779817461,,عجلون، قرب مستشفى الإيمان
جمعية صلاح الدين لرعاية المعاقين والأيتام الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عجلون,الأردن,habdir235,962772152141,,عجلون ، حلاوة الهاشمية، بناء الصناعة والتجارة - ط3
جمعية أصدقاء المجتمع للإعاقات الذهنية البسيطة والمتوسطة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عجلون,الأردن,habdir236,962776929077,,عجلون ،وسط البلد ،مقابل الإتحاد العام للجمعيات الخيرية لمحافظة عجلون
جمعية الجبل للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية|عجلون,الأردن,habdir237,962776929077,,عجلون ،الصخرة ،	الحي الشمالي 
مركز جمعية الزهراء الخيرية للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,habdir238,962798342016,alzahraacharity@gmail.com,الزرقاء، الرصيفة	، الجبل الشمالي، خلف مدرسة جمانة - بناء رقم 25
مركز سما للتجهيزات الطبية والسمعية,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,habdir239,,,الزرقاء، شارع السعادة، مقابل البنك العربي والبنك الاسلامي - عمارة طارق سنتر - ط5
مركز الترك لتقويم النطق واللغة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,habdir240,,,الزرقاء، شارع السعادة، عمارة السعادة - مقابل مطاعم السلام
مركز آل مكتوم للعناية بالشلل الدماغي,إعاقات سمعية,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,habdir241,962786760044,cpf-zarka@hotmail.com,الزرقاء، شارع السائب بن العوام، حي رمزي، خلف الدفاع المدني - جانب مسبح الفيروز
مركز التعليم للجميع لتنمية وتطوير قدرات الطفل,إعاقات حركية,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,habdir242,,info@learning2gether.com.jo,عمان، تلاع العلي، خلف أسواق السلطان - شارع عياض بن زهير - فيلا رقم 38
الأكاديمية الوطنية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,habdir245,,,عمان، ماركا الجنوبية، المغيرات - مقابل شركة الكوكاكولا
شركة البراءة للتجهيزات الطبية,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,habdir248,,baraa.bmc@gmail.com,عمان، جبل الحسين، دوار الداخلية - شارع الرازي - بناء 116
مركز الخزامى,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,habdir251,,info@khuzamajo.org,عمان، شارع الإستقلال، خلف وزارة التنمية الإجتماعية
جمعية بناة الوطن لرعاية وتأهيل المعوقين,إعاقات متعددة,المراكز والمؤسسات,جهة حكومية|عمان,الأردن,habdir253,,,عمان، الأشرفية، شارع سوق عكاظ
جمعية أبو علندا للتنمية الاجتماعية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,habdir256,962797156966,,عمان، أبو علندا، شارع الكهف - داخل حديقة الشهيد محمد حمد الحنيطي
جمعية الحياة لرعاية وتأهيل المعوقين الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,habdir262,,association.alhayat.jo@gmail.com,عمان، الدوار الأول، شارع الرينبو
جمعية الزهراء الخيرية لرعاية الطفولة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,habdir263,962797795905,kurdi_hana@yahoo.com,عمان، تلاع العلي، خلف وزارة الزراعة - عمارة 29
جمعية تنمية المرأة الأردنية للصم,إعاقات متعددة,المراكز والمؤسسات,جهة حكومية|عمان,الأردن,habdir265,962777991499,deaf-women@hotmail.com,عمان، جبل الحسين، دوار المأمونية
جمعية أنا إنسان للأشخاص ذوي الإعاقة,إعاقات سمعية,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,habdir267,,iamahuman.isia@yahoo.com,عمان، شارع الاردن، عرجان - شارع رشيد بقدونس - مبنى 15
الهيئة الهاشمية للمصابين العسكريين,إعاقات متعددة,المراكز والمؤسسات,جهة حكومية|عمان,الأردن,habdir268,962795859211,hcdsjo@yahoo.com,عمان، حي المدينة الرياضية، منطقة الكرسي، بجانب أسواق السلام - شارع الشعب
جمعية الجنوب للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,habdir269,,,معان، الطريق الصحراوي، قرب مبنى المحافظة
جمعية البادية الوسطى لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,habdir270,962777244883,,عمان، الموقر، بجانب مركز الملكة رانيا العبدالله لتكنولوجيا المعلومات
جمعية شمس الأمل لرعاية الأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,habdir271,962776750720,shmsalamal@gmail.com,عمان، سحاب، الحي الشمالي ، مجمع الباصات القديم - شارع صالة السيتي
الجمعية الأردنية للعلاج الوظيفي,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,habdir275,962776085300,jost.jordan@gmail.com,عمان، وادي صقرة، شارع عرار
مركز النورس للنطق واللغة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,habdir276,,alnourascenter@yahoo.com,عمان، العبدلي، مجمع شيكاغو التجاري - ط1- مكتب 10
جمعية تدريب وتأهيل الفتيات المعاقات الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,habdir277,,training_girls@yahoo.com,عمان، النزهة، خلف استقلال مول، مقابل مجمع سفيان الثوري - مبنى رقم 28
مركز التأهيل المجتمعي للمعاقين/ مخيم الطالبية,إعاقات متعددة,المراكز والمؤسسات,جهة دولية|عمان,الأردن,habdir278,,crc.talbeah@yahoo.com,عمان، الجيزة، مخيم الطالبية - قرب مدرسة الطالبية الثانوية للبنات
مركز التأهيل المجتمعي للمعاقين/ الوحدات,إعاقات متعددة,المراكز والمؤسسات,جهة دولية|عمان,الأردن,habdir279,962796962578,wehdatcbr96@yahoo.com,عمان، مخيم الوحدات، شارع مدارس وكالة الغوث
جمعية شرق عمان الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,habdir280,,east.amman@yahoo.com,عمان، ماركا الجنوبية، شارع صالح حسن هملان، دوار اليونيسيف - مقابل مؤسسة نهر الاردن
مركز العناية والرعاية للتربية الخاصة,إعاقات حركية,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,habdir281,,,عمان، القسطل، جسر المطار - قرب كازية النبر
جمعية أهالي وأصدقاء الأشخاص المعوقين,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,habdir282,,fsspd17@gmail.com,عمان، جبل الحسين، شارع الجليل، قرب جامع المحسنين، مقابل مدرسة الرشيد الأساسية - بناية رقم 86
المدرسة العربية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,habdir283,,arabicsse@yahoo.com,عمان، البنيات، شارع الحرية - بجانب صالة فينيسيا
