uidd,Title,Directory Categories,com,Directory Tags,country,alhatf_alxlwy,albryd_alilktrwny,alenwan
1541,جمعية الثغر لرعاية المعوقين,إعاقات ذهنية,المراكز والمؤسسات,العقبة;جهة تطوعية,الأردن,,,"العقبة، المنطقة السادسة، قرب إتحاد عام الجمعيات الخيرية"
1542,جمعية مؤسسة العناية بالشلل الدماغي,إعاقات حركية,المراكز والمؤسسات,العقبة;جهة تطوعية,الأردن,962797742850,cpsammjo@orange.jo,"العقبة، المنطقة الرابعة، قرب مركز أبو زهرة التجاري "
1543,جمعية بصيرا الخيرية,إعاقات متعددة,المراكز والمؤسسات,الطفيلة;جهة تطوعية,الأردن,,jrofou@yahoo.com,"الطفيلة، بصيرا، البلدة القديمة - شارع الفريوات"
1544,مدرسة عبد الرحمن بن عوف للتربية الخاصة,إعاقات سمعية,المراكز والمؤسسات,الطفيلة;جهة حكومية,الأردن,,,"الطفيلة، بجانب مركز صحي الطفيلة الأولى - قرب مديرية تربية الطفيلة "
1545,مركز الجود للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الكرك;جهة خاصة,الأردن,962772098084,,"الكرك، مؤتة، حي الجامعة - مقابل صالة أنوار مؤتة"
1546,جمعية اللورنس لذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,962797877427,umlorans2011@gmail.com,"الكرك، لواء القصر، مقابل شركة الكهرباء "
1547,جمعية السرى لحقوق الأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,962796446321,faris.frhan@yahoo.com,"الكرك، الثنية، قرب شركة الكهرباء "
1548,جمعية الشهيد عمر المجالي للتبرع بالقرنيات والأعضاء,إعاقات بصرية,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,962799466667,hemoooo2015.hm@gmail.com,"الكرك، بلدة الربة "
1549,جمعية نغم الحياة الخيرية,إعاقات متعددة,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,962790525292,hemo2018.majali@gmail.com,"الكرك، بلدة الربة "
1550,جمعية المدينة المنورة لرعاية ذوي الإحتياجات الخاصة وأسرهم الخيرية,إعاقات متعددة,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,,,"الكرك، العدنانية، مقابل مدرسة زيد بن حارثة"
1551,مركز الكرك للرعاية والتأهيل,إعاقات ذهنية,المراكز والمؤسسات,الكرك;جهة حكومية,الأردن,962796984724,markez.karak@mosd.com.jo,"الكرك، الوسية، بجانب جمعية مؤتة للتربية الخاصة "
1552,مركز القطرانة للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الكرك;جهة حكومية,الأردن,,,"الكرك، القطرانة، قرب المركز الصحي - بجانب مركز الشباب "
1553,جمعية غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,962797937157,,"الكرك، غور الصافي، شارع السوق التجاري - جانب مدرسة الصافي الثانوية للبنين "
1554,مركز مؤاب لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,962795826797,khaledtarawna@yahoo.com,"الكرك، الخالدية، المزار الجنوبي، مؤاب "
1555,جمعية سيدات غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,962795643422,saficrafts@gmail.com,"الكرك، الأغوار الجنوبية، قرب مستشفى غور الصافي "
1556,مركز الكرك للشلل الدماغي,إعاقات حركية,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,962797028053,cpf.karak@hotmail.com,"الكرك، منطقة المنشية، بعد إشارة المستشفى العسكري - خلف مدرسة المنشية للبنين "
1557,جمعية الكرك لرعاية ذوي الإعاقات الحركية,إعاقات حركية,المراكز والمؤسسات,الكرك;جهة تطوعية,الأردن,,,"الكرك، شارع مجمع النقابات المهنية سابقاً، مقابل مصاروة "
1558,جمعية البتراء للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;معان,الأردن,962795410168,mohammad.ghanem1@gmail.com,"معان، وادي موسى، وسط البلد، نادي الشباب - ط أرضي "
1559,جمعية الشراه الجنوبية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;معان,الأردن,,,"معان، قضاء المريغة، مقابل مدرسة المريغة الأساسية للذكور"
1560,جمعية الشوبك لرعاية الأيتام وذوي الإحتياجات الخاصة الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;معان,الأردن,962772696336,,"معان، مثلث الشوبك، وسط البلد - مسجد مصعب بن عمير "
1561,جمعية الحسينية لرعاية وتأهيل المعاقين,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;معان,الأردن,962777535251,,"معان، الحسينية "
1562,جمعية الراجف للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;معان,الأردن,962772167185,,"معان، البتراء، راجف، قرب مدرسة الراجف - حي الجمعية "
1563,مركز الكورة الشامل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة حكومية,الأردن,,,"إربد، الكورة، دير أبو سعيد "
1564,الجمعية الهاشمية لرعاية وتأهيل المعاقين,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962777373034,the-hartrp-jordan@yahoo.com,"إربد، كفر أسد، غرب إربد - مقابل بلدية الوسطية"
1565,جمعية أصحاب الهمم للمعوقين,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,kafrainy@gmail.com,"إربد، الأغوار الشمالية، المشارع، الشارع الرئيسي - قرب مسجد أبو ذر الغفاري "
1566,أكاديمية الشمال للتدريب والتأهيل,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة خاصة,الأردن,962785721799,robeidat78@yahoo.com,"إربد، غرب دوار إربد مول، باتجاه طريق مجمع الغور "
1567,جمعية علعال الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962777548219,,"إربد، علعال، مقابل مسجد علعال الكبير "
1568,مركز البقاعي للرعاية والتأهيل الشامل,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة خاصة,الأردن,962798542071,alboqaiworld@gmail.com,"إربد، الحي الشرقي، خلف مركز أمن الحي الشرقي "
1569,جمعية الشفاء لرعاية المعوقين,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,,"إربد، مثلث فوعرا، تحت مسجد الإيمان "
1570,جمعية المنشية لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962788943188,,"إربد، منشية بني حسن "
1571,جمعية سمر الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962795639172,,"إربد، بني كنانة، بلدة سمر - قرب بلدية الشعلة "
1572,مركز التأهيل المجتمعي للمعاقين,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة دولية,الأردن,,irbidcbr94@yahoo.com,"إربد، مخيم إربد، الحي الشمالي، شارع بلاط الشهداء - بجانب مدارس الوكالة "
1573,جمعية كفر عوان الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,,"إربد، الكورة، كفر عوان، وسط البلد - قرب جامع العباس "
1574,جمعية اليرموك /لواء بني كنانة,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962776642717,yarmouk_society99@yahoo.com,"إربد، بني كنانة، حبراص، الشارع الرئيسي - تحت بلدية الكفارات "
1575,جمعية دير يوسف الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,rabee.alomari@yahoo.com,"إربد، دير يوسف، وسط البلد - مقابل المسجد الكبير"
1576,الجمعية الخيرية للعمل الإجتماعي,إعاقات ذهنية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,charity4unable@gmail.com,"إربد، حي التركمان، خلف المركز الصحي "
1577,جمعية ارحابا الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962797520961,rehabacharity@gmail.com,"إربد، المزار	ارحابا، الشارع الرئيسي - قرب مسجد النور "
1578,جمعية الطيبة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,alawnehyasmeen@gmail.com,"إربد، لواء الطيبة، قرب مديرية التنمية الإجتماعية "
1579,جمعية أبي عبيدة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962772120110,,"إربد، المزار الشمالي، قرب مدرسة بنات المزار الأساسية الاولى"
1580,جمعية المشارع الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,,"إربد، الأغوار الشمالية، المشارع - قرب نادي المشارع "
1581,جمعية أبي الدرداء للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962785552382,,"إربد، زحر، بجانب ثانوية البنات"
1582,مركز المنار للتنمية الفكرية/ إربد,إعاقات ذهنية,المراكز والمؤسسات,إربد;جهة حكومية,الأردن,962777776436,tamam.alatik@yahoo.com,"إربد، طريق حوارة، قرب كازية الكراسنة - بجانب صالة بردى "
1583,مركز العناية بالسمع والنطق,إعاقات سمعية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962796317417,speech_hearing@yahoo.com,"إربد، مجمع عمان القديم "
1584,الجمعية الأردنية للسمع والنطق,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962799364637,jordanian.society_hs@yahoo.com,"إربد، مقابل البوابة الشمالية لجامعة اليرموك"
1585,مركز صوت الحياة للسمع والنطق,إعاقات سمعية,المراكز والمؤسسات,إربد;جهة خاصة,الأردن,962785195902,sound_live00@yahoo.com,"إربد، شارع الملك طلال، مجمع المدينة المنورة - ط1"
1586,جمعية ملكا الخيرية,إعاقات سمعية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962777780220,,"إربد، ملكا، شرق المركز الصحي - قرب المقبرة"
1587,جمعية جديتا الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,,"إربد، الكورة، جديتا - الشارع الرئيسي"
1588,جمعية النهضة للتحديات الحركية,إعاقات حركية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962777717917,nahdairbid@gmail.com,"إربد، شارع محمد نجيب، قرب دائرة الأحوال المدنية "
1589,مركز إربد للشلل الدماغي,إعاقات حركية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,cpf.irbid@yahoo.com,"إربد، شارع فلسطين، بداية حي طوال البارحة - قرب دار الأحداث "
1590,"جمعية العائلة البيضاء ""الألبينو"" الخيرية",إعاقات بصرية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,,albino.jordan@barid.com,"إربد، شارع الهاشمي، مقابل المسجد الهاشمي - مجمع الزهراوي "
1591,جمعية معاذ بن جبل الخيرية للمكفوفين,إعاقات بصرية,المراكز والمؤسسات,إربد;جهة تطوعية,الأردن,962795062164,,"إربد، الأغوار الشمالية، الشونة الشمالي - قرب مديرية الأشغال العامة "
1592,بيت اللقاء لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;جهة خاصة;مأدبا,الأردن,962788654998,sermigiordan@gmail.com,"مأدبا، طريق ذيبان، منطقة التيم - بجانب المقبرة المسيحية الجديدة "
1593,مركز الأمل للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية;مأدبا,الأردن,962795062153,,"مأدبا، صوفا، بعد المقبرة الاسلامية "
1594,جمعية عبد الرحمن بن عوف الخيرية,إعاقات سمعية,المراكز والمؤسسات,جهة تطوعية;مأدبا,الأردن,,fasatlaali@gmail.com,"مأدبا، شارع الملك عبدالله، بناء عبدالله مرزوق - ط1"
1595,جمعية الوفاق الخيرية,إعاقات سمعية,المراكز والمؤسسات,جهة تطوعية;مأدبا,الأردن,,abd_wledat@yahoo.com,"مأدبا، لواء ذيبان، قرية المشرفة، الشارع العام - مقابل أسواق المدينة الإستهلاكية "
1596,جمعية السلط لرعاية وتأهيل ذوي الإعاقات الخيرية,إعاقات متعددة,المراكز والمؤسسات,البلقاء;جهة تطوعية,الأردن,962772281001,m_hisat69@yahoo.com,"البلقاء، شارع الميدان، قرب مكتب إفتاء البلقاء - مقابل البنك التجاري الأردني "
1597,"مركز الجوفة المجتمعي للتأهيل ""بيت سليم """,إعاقات متعددة,المراكز والمؤسسات,البلقاء;جهة تطوعية,الأردن,962795111330,,"البلقاء، لواء الشونة الجنوبية، قرية الجوفة، خلف المركز الصحي - بجانب الصندوق الأردني الهاشمي "
1598,جمعية البلاونة الخيرية,إعاقات متعددة,المراكز والمؤسسات,البلقاء;جهة تطوعية,الأردن,,nawalsalm@gmail.com,"البلقاء، دير علا، البلاونة، منطقة أبي عبيدة البلاونة - بجانب شعبة البريد"
1599,مركز الأمل للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,البلقاء;جهة تطوعية,الأردن,962776468564,,"البلقاء، شارع بركة العامرية، بجانب مدارس البلقاء الإسلامية "
1600,مركز الأميرة عالية بنت الحسين للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,البلقاء;جهة تطوعية,الأردن,,,"البلقاء، مخيم البقعة، قرب عيادات وكالة الغوث"
1601,جمعية السلط الخيرية الإسلامية,إعاقات سمعية,المراكز والمؤسسات,البلقاء;جهة تطوعية,الأردن,962795319927,saltsociety@yahoo.com,"البلقاء، السلط، مجمع الدوائر الحكومية - جسر زي "
1602,جمعية الروضة للتنمية الإجتماعية,إعاقات سمعية,المراكز والمؤسسات,البلقاء;جهة تطوعية,الأردن,,,"البلقاء، لواء الشونة الجنوبية، منطقة الروضة - شارع البلدية "
1603,مؤسسة الأراضي المقدسة للصم,إعاقات سمعية,المراكز والمؤسسات,البلقاء;جهة تطوعية,الأردن,962792568382,hlid@go.com.jo,"البلقاء، حي السلالم، بجانب مصنع الأدوية "
1604,جمعية الرؤى للمكفوفين/دير علا,إعاقات بصرية,المراكز والمؤسسات,البلقاء;جهة تطوعية,الأردن,,rooamk@yahoo.com,"البلقاء، دير علا، الصوالحة - بجانب مسجد الصوالحة الكبير "
1605,جمعية سعد بن معاذ الخيرية لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة تطوعية,الأردن,962796268074,hamada.2029@hotmail.com,"الزرقاء، حي الأمير محمد، الحاووز، شارع الأندلس - قرب مستشفى الزرقاء الحكومي "
1606,مركز التأهيل والتشغيل المهني,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة حكومية,الأردن,962777336637,,"الزرقاء، شارع عمان_الرصيفة، بجانب جامع مدينة الحجاج - مقابل مخيم حطين "
1607,جمعية زارعي البسمة الخيرية,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة تطوعية,الأردن,962796843053,,"الزرقاء، مخيم حطين، شارع الملك حسين - قرب صيدلية مكة - بناء317"
1608,مركز الأمل الجديد لرعاية متعددي الإعاقات,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة حكومية,الأردن,962786453394,newhappy_center@yahoo.com,"الزرقاء، الرصيفة، ياجوز، خلف مستشفى الأمير فيصل - بجانب مستودعات الصحة /التزويد"
1609,مركز حطين للكشف المبكر عن الإعاقات والتأهيل المجتمعي,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة حكومية,الأردن,,,"الزرقاء، الرصيفة ، مخيم حطين، الشارع الرئيسي - بجانب المركز الأمني "
1610,جمعية سيدات الضليل للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء;جهة تطوعية,الأردن,,fateman71@yahoo.com,"الزرقاء، الضليل، مقابل مركز الرعاية وكازية الصالح "
1611,مركز التأهيل المبني على المجتمع المحلي,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة دولية,الأردن,962795023025,,"الزرقاء، مخيم الزرقاء، شارع المدارس "
1612,جمعية خطوتنا,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة تطوعية,الأردن,962795851643,newstep_2010@hotmail.com,"الزرقاء، الرصيفة، إسكان هاشم - داخل حديقة بركة الببسي(فرح)"
1613,مركز رؤيا للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة خاصة,الأردن,962777736903,royaeducation@hotmail.com,"الزرقاء، الزرقاء الجديدة، مقابل مسجد يافا الكبير "
1614,مركز مراد الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة خاصة,الأردن,962795912600,,"الزرقاء، حي السلام، شارع علي بن أبي طالب "
1615,مركز جمعية عثمان بن عفان للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء;جهة تطوعية,الأردن,962788140591,othman.society.jo@gmail.com,"الزرقاء، الزرقاء الجديدة، شارع مكة المكرمة -بناء رقم 92"
1616,جمعية السيدات العاملات,إعاقات حركية,المراكز والمؤسسات,الزرقاء;جهة تطوعية,الأردن,,w_wworkingsociety@hotmail.com,"الزرقاء، الرصيفة، الجبل الجنوبي - شارع محمود سالم الحلبي - بناية 4"
1617,شركة العطاء الشامل,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء;جهة خاصة,الأردن,962799229966,alaaalmalki0@gmail.com,"الزرقاء، الزرقاء الجديدة، عيادات البتراوي سابقاً - خلف السيفوي"
1618,مركز الضليل للرعاية والتأهيل,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء;جهة حكومية,الأردن,962785103384,,"الزرقاء، الضليل، خلف أسواق الضليل المركزية - بجانب المدرسة المركزية للذكور "
1619,جمعية عقربا الخيرية التنموية / مركز النشاط النهاري للمعاقين الكبار,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء;جهة تطوعية,الأردن,,,"الزرقاء، حي رمزي، قرب مدرسة سعيد بن المسيب "
1620,المركز الإستشاري التطبيقي للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء;جهة خاصة,الأردن,962795654531,cacjo2012@gmail.com,"الزرقاء، الرصيفة، طريق ياجوز، مقابل مديرية تربية الرصيفة "
1621,جمعية الخربة السمراء للإحتياجات الخاصة الخيرية,إعاقات متعددة,المراكز والمؤسسات,المفرق;جهة تطوعية,الأردن,,,"المفرق، الخربة السمراء	، روضة الأمير محمد - قرب مدرسة الذكور"
1622,جمعية رعاية الطفل الخيرية,إعاقات متعددة,المراكز والمؤسسات,المفرق;جهة تطوعية,الأردن,962779383795,,"المفرق، البادية الشمالية الشرقية، السعيدية - جانب المسجد الكبير "
1623,جمعية الخالدية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,المفرق;جهة تطوعية,الأردن,962777782688,,"المفرق، الخالدية ، شارع جمعية التنمية - مقابل مقبرة البقيع "
1624,مركز الرواء للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق;جهة خاصة,الأردن,962772228163,,"المفرق، شارع ايدون، قرب نادي الطفل "
1625,جمعية تل الرماح للتنمية الاجتماعية,إعاقات حركية,المراكز والمؤسسات,المفرق;جهة تطوعية,الأردن,962777288230,,"المفرق،البادية الشمالية الشرقية ،قضاء دير الكهف "
1626,جمعية أهالي الرويشد للعناية بالأشخاص المعوقين,إعاقات ذهنية,المراكز والمؤسسات,المفرق;جهة تطوعية,الأردن,962785842002,,"المفرق، البادية الشمالية الشرقية، شارع بغداد - مقابل مبنى البلدية "
1627,جمعية رحاب لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق;جهة تطوعية,الأردن,962788121170,,"المفرق، رحاب بني حسن، قرب المؤسسة العسكرية "
1628,جمعية بلعما للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق;جهة تطوعية,الأردن,962777716775,,"المفرق، بلعما، بجانب جمعية بلعما للتنمية"
1629,جمعية صبحا لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق;جهة تطوعية,الأردن,962779819796,,"المفرق، البادية الشمالية ، صبحا وصبحية الشارع العام "
1630,جمعية حليمة السعدية لرعاية الأيتام الخيرية,صعوبات تعلم,المراكز والمؤسسات,المفرق;جهة تطوعية,الأردن,962772326266,halema079@yahoo.com,"المفرق،البادية الشمالية الغربية ،قضاء حوشة - الحمراء"
1631,جمعية عجلون الخيرية لشؤون الأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عجلون,الأردن,962779817461,,"عجلون، قرب مستشفى الإيمان "
1632,جمعية صلاح الدين لرعاية المعاقين والأيتام الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عجلون,الأردن,962772152141,," عجلون ، حلاوة الهاشمية، بناء الصناعة والتجارة - ط3"
1633,جمعية أصدقاء المجتمع للإعاقات الذهنية البسيطة والمتوسطة,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية;عجلون,الأردن,962776929077,,"عجلون ،وسط البلد ،مقابل الإتحاد العام للجمعيات الخيرية لمحافظة عجلون "
1634,جمعية الجبل للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية;عجلون,الأردن,962776929077,,"عجلون ،الصخرة ،	الحي الشمالي "
1635,مركز جمعية الزهراء الخيرية للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء;جهة تطوعية,الأردن,962798342016,alzahraacharity@gmail.com,"الزرقاء، الرصيفة	، الجبل الشمالي، خلف مدرسة جمانة - بناء رقم 25"
1636,مركز سما للتجهيزات الطبية والسمعية,إعاقات متعددة,المراكز والمؤسسات,الزرقاء;جهة خاصة,الأردن,,,"الزرقاء، شارع السعادة، مقابل البنك العربي والبنك الاسلامي - عمارة طارق سنتر - ط5 "
1637,مركز الترك لتقويم النطق واللغة,إعاقات سمعية,المراكز والمؤسسات,الزرقاء;جهة خاصة,الأردن,,,"الزرقاء، شارع السعادة، عمارة السعادة - مقابل مطاعم السلام "
1638,مركز آل مكتوم للعناية بالشلل الدماغي,إعاقات حركية,المراكز والمؤسسات,الزرقاء;جهة خاصة,الأردن,962786760044,cpf-zarka@hotmail.com,"الزرقاء، شارع السائب بن العوام، حي رمزي، خلف الدفاع المدني - جانب مسبح الفيروز"
1639,مركز التعليم للجميع لتنمية وتطوير قدرات الطفل,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة;عمان,الأردن,,info@learning2gether.com.jo,"عمان، تلاع العلي، خلف أسواق السلطان - شارع عياض بن زهير - فيلا رقم 38"
1642,الأكاديمية الوطنية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة;عمان,الأردن,,,"عمان، ماركا الجنوبية، المغيرات - مقابل شركة الكوكاكولا"
1645,شركة البراءة للتجهيزات الطبية,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة;عمان,الأردن,,baraa.bmc@gmail.com,"عمان، جبل الحسين، دوار الداخلية - شارع الرازي - بناء 116"
1648,مركز الخزامى,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة;عمان,الأردن,,info@khuzamajo.org,"عمان، شارع الإستقلال، خلف وزارة التنمية الإجتماعية"
1650,جمعية بناة الوطن لرعاية وتأهيل المعوقين,إعاقات متعددة,المراكز والمؤسسات,جهة حكومية;عمان,الأردن,,,"عمان، الأشرفية، شارع سوق عكاظ "
1653,جمعية أبو علندا للتنمية الاجتماعية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عمان,الأردن,962797156966,,"عمان، أبو علندا، شارع الكهف - داخل حديقة الشهيد محمد حمد الحنيطي "
1659,جمعية الحياة لرعاية وتأهيل المعوقين الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عمان,الأردن,,association.alhayat.jo@gmail.com,"عمان، الدوار الأول، شارع الرينبو"
1660,جمعية الزهراء الخيرية لرعاية الطفولة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة;عمان,الأردن,962797795905,kurdi_hana@yahoo.com,"عمان، تلاع العلي، خلف وزارة الزراعة - عمارة 29"
1662,جمعية تنمية المرأة الأردنية للصم,إعاقات سمعية,المراكز والمؤسسات,جهة حكومية;عمان,الأردن,962777991499,deaf-women@hotmail.com,"عمان، جبل الحسين، دوار المأمونية"
1664,جمعية أنا إنسان للأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عمان,الأردن,,iamahuman.isia@yahoo.com,"عمان، شارع الاردن، عرجان - شارع رشيد بقدونس - مبنى 15"
1665,الهيئة الهاشمية للمصابين العسكريين,إعاقات متعددة,المراكز والمؤسسات,جهة حكومية;عمان,الأردن,962795859211,hcdsjo@yahoo.com,"عمان، حي المدينة الرياضية، منطقة الكرسي، بجانب أسواق السلام - شارع الشعب "
1666,جمعية الجنوب للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;معان,الأردن,,,"معان، الطريق الصحراوي، قرب مبنى المحافظة"
1667,جمعية البادية الوسطى لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عمان,الأردن,962777244883,,"عمان، الموقر، بجانب مركز الملكة رانيا العبدالله لتكنولوجيا المعلومات "
1668,جمعية شمس الأمل لرعاية الأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عمان,الأردن,962776750720,shmsalamal@gmail.com,"عمان، سحاب، الحي الشمالي ، مجمع الباصات القديم - شارع صالة السيتي "
1672,الجمعية الأردنية للعلاج الوظيفي,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عمان,الأردن,962776085300,jost.jordan@gmail.com,"عمان، وادي صقرة، شارع عرار"
1673,مركز النورس للنطق واللغة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة;عمان,الأردن,,alnourascenter@yahoo.com,"عمان، العبدلي، مجمع شيكاغو التجاري - ط1- مكتب 10"
1674,جمعية تدريب وتأهيل الفتيات المعاقات الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عمان,الأردن,,training_girls@yahoo.com,"عمان، النزهة، خلف استقلال مول، مقابل مجمع سفيان الثوري - مبنى رقم 28"
1675,مركز التأهيل المجتمعي للمعاقين/ مخيم الطالبية,إعاقات متعددة,المراكز والمؤسسات,جهة دولية;عمان,الأردن,,crc.talbeah@yahoo.com,"عمان، الجيزة، مخيم الطالبية - قرب مدرسة الطالبية الثانوية للبنات "
1676,مركز التأهيل المجتمعي للمعاقين/ الوحدات,إعاقات متعددة,المراكز والمؤسسات,جهة دولية;عمان,الأردن,962796962578,wehdatcbr96@yahoo.com,"عمان، مخيم الوحدات، شارع مدارس وكالة الغوث "
1677,جمعية شرق عمان الخيرية,إعاقات حركية,المراكز والمؤسسات,جهة خاصة;عمان,الأردن,,east.amman@yahoo.com,"عمان، ماركا الجنوبية، شارع صالح حسن هملان، دوار اليونيسيف - مقابل مؤسسة نهر الاردن "
1678,مركز العناية والرعاية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة;عمان,الأردن,,,"عمان، القسطل، جسر المطار - قرب كازية النبر "
1679,جمعية أهالي وأصدقاء الأشخاص المعوقين,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية;عمان,الأردن,,fsspd17@gmail.com,"عمان، جبل الحسين، شارع الجليل، قرب جامع المحسنين، مقابل مدرسة الرشيد الأساسية - بناية رقم 86"
1680,المدرسة العربية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة;عمان,الأردن,,arabicsse@yahoo.com,"عمان، البنيات، شارع الحرية - بجانب صالة فينيسيا "
