Title,Directory Categories,Directory Tags,com,uid,country,alhatf_alxlwy,albryd_alilktrwny,alenwan
جمعية مؤسسة العناية بالشلل الدماغي,إعاقات حركية,العقبة;جهة تطوعية,المراكز والمؤسسات,1542,الأردن,962797742850,cpsammjo@orange.jo,العقبة، المنطقة الرابعة، قرب مركز أبو زهرة التجاري 
جمعية بصيرا الخيرية,إعاقات متعددة,الطفيلة;جهة تطوعية,المراكز والمؤسسات,1543,الأردن,,jrofou@yahoo.com,الطفيلة، بصيرا، البلدة القديمة - شارع الفريوات
مدرسة عبد الرحمن بن عوف للتربية الخاصة,إعاقات سمعية,الطفيلة;جهة حكومية,المراكز والمؤسسات,1544,الأردن,,,الطفيلة، بجانب مركز صحي الطفيلة الأولى - قرب مديرية تربية الطفيلة 
مركز الجود للتربية الخاصة,إعاقات متعددة,الكرك;جهة خاصة,المراكز والمؤسسات,1545,الأردن,962772098084,,الكرك، مؤتة، حي الجامعة - مقابل صالة أنوار مؤتة
جمعية اللورنس لذوي الإعاقة,إعاقات متعددة,الكرك;جهة تطوعية,المراكز والمؤسسات,1546,الأردن,962797877427,umlorans2011@gmail.com,الكرك، لواء القصر، مقابل شركة الكهرباء 
جمعية السرى لحقوق الأشخاص ذوي الإعاقة,إعاقات متعددة,الكرك;جهة تطوعية,المراكز والمؤسسات,1547,الأردن,962796446321,faris.frhan@yahoo.com,الكرك، الثنية، قرب شركة الكهرباء 
جمعية الشهيد عمر المجالي للتبرع بالقرنيات والأعضاء,إعاقات بصرية,الكرك;جهة تطوعية,المراكز والمؤسسات,1548,الأردن,962799466667,hemoooo2015.hm@gmail.com,الكرك، بلدة الربة 
جمعية نغم الحياة الخيرية,إعاقات متعددة,الكرك;جهة تطوعية,المراكز والمؤسسات,1549,الأردن,962790525292,hemo2018.majali@gmail.com,الكرك، بلدة الربة 
جمعية المدينة المنورة لرعاية ذوي الإحتياجات الخاصة وأسرهم الخيرية,إعاقات متعددة,الكرك;جهة تطوعية,المراكز والمؤسسات,1550,الأردن,,,الكرك، العدنانية، مقابل مدرسة زيد بن حارثة
مركز الكرك للرعاية والتأهيل,إعاقات ذهنية,الكرك;جهة حكومية,المراكز والمؤسسات,1551,الأردن,962796984724,markez.karak@mosd.com.jo,الكرك، الوسية، بجانب جمعية مؤتة للتربية الخاصة 
مركز القطرانة للتربية الخاصة,إعاقات ذهنية,الكرك;جهة حكومية,المراكز والمؤسسات,1552,الأردن,,,الكرك، القطرانة، قرب المركز الصحي - بجانب مركز الشباب 
جمعية غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,الكرك;جهة تطوعية,المراكز والمؤسسات,1553,الأردن,962797937157,,الكرك، غور الصافي، شارع السوق التجاري - جانب مدرسة الصافي الثانوية للبنين 
مركز مؤاب لذوي الإحتياجات الخاصة,إعاقات ذهنية,الكرك;جهة تطوعية,المراكز والمؤسسات,1554,الأردن,962795826797,khaledtarawna@yahoo.com,الكرك، الخالدية، المزار الجنوبي، مؤاب 
جمعية سيدات غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,الكرك;جهة تطوعية,المراكز والمؤسسات,1555,الأردن,962795643422,saficrafts@gmail.com,الكرك، الأغوار الجنوبية، قرب مستشفى غور الصافي 
مركز الكرك للشلل الدماغي,إعاقات حركية,الكرك;جهة تطوعية,المراكز والمؤسسات,1556,الأردن,962797028053,cpf.karak@hotmail.com,الكرك، منطقة المنشية، بعد إشارة المستشفى العسكري - خلف مدرسة المنشية للبنين 
جمعية الكرك لرعاية ذوي الإعاقات الحركية,إعاقات حركية,الكرك;جهة تطوعية,المراكز والمؤسسات,1557,الأردن,,,الكرك، شارع مجمع النقابات المهنية سابقاً، مقابل مصاروة 
جمعية البتراء للتربية الخاصة,إعاقات متعددة,جهة تطوعية;معان,المراكز والمؤسسات,1558,الأردن,962795410168,mohammad.ghanem1@gmail.com,معان، وادي موسى، وسط البلد، نادي الشباب - ط أرضي 
جمعية الشراه الجنوبية للتربية الخاصة,إعاقات متعددة,جهة تطوعية;معان,المراكز والمؤسسات,1559,الأردن,,,معان، قضاء المريغة، مقابل مدرسة المريغة الأساسية للذكور
جمعية الشوبك لرعاية الأيتام وذوي الإحتياجات الخاصة الخيرية,إعاقات متعددة,جهة تطوعية;معان,المراكز والمؤسسات,1560,الأردن,962772696336,,معان، مثلث الشوبك، وسط البلد - مسجد مصعب بن عمير 
جمعية الحسينية لرعاية وتأهيل المعاقين,إعاقات متعددة,جهة تطوعية;معان,المراكز والمؤسسات,1561,الأردن,962777535251,,معان، الحسينية 
جمعية الراجف للتربية الخاصة,إعاقات متعددة,جهة تطوعية;معان,المراكز والمؤسسات,1562,الأردن,962772167185,,معان، البتراء، راجف، قرب مدرسة الراجف - حي الجمعية 
مركز الكورة الشامل للتربية الخاصة,إعاقات متعددة,إربد;جهة حكومية,المراكز والمؤسسات,1563,الأردن,,,إربد، الكورة، دير أبو سعيد 
الجمعية الهاشمية لرعاية وتأهيل المعاقين,إعاقات متعددة,إربد;جهة تطوعية,المراكز والمؤسسات,1564,الأردن,962777373034,the-hartrp-jordan@yahoo.com,إربد، كفر أسد، غرب إربد - مقابل بلدية الوسطية
جمعية أصحاب الهمم للمعوقين,إعاقات متعددة,إربد;جهة تطوعية,المراكز والمؤسسات,1565,الأردن,,kafrainy@gmail.com,إربد، الأغوار الشمالية، المشارع، الشارع الرئيسي - قرب مسجد أبو ذر الغفاري 
أكاديمية الشمال للتدريب والتأهيل,إعاقات متعددة,إربد;جهة خاصة,المراكز والمؤسسات,1566,الأردن,962785721799,robeidat78@yahoo.com,إربد، غرب دوار إربد مول، باتجاه طريق مجمع الغور 
جمعية علعال الخيرية,إعاقات متعددة,إربد;جهة تطوعية,المراكز والمؤسسات,1567,الأردن,962777548219,,إربد، علعال، مقابل مسجد علعال الكبير 
مركز البقاعي للرعاية والتأهيل الشامل,إعاقات متعددة,إربد;جهة خاصة,المراكز والمؤسسات,1568,الأردن,962798542071,alboqaiworld@gmail.com,إربد، الحي الشرقي، خلف مركز أمن الحي الشرقي 
جمعية الشفاء لرعاية المعوقين,إعاقات متعددة,إربد;جهة تطوعية,المراكز والمؤسسات,1569,الأردن,,,إربد، مثلث فوعرا، تحت مسجد الإيمان 
جمعية المنشية لذوي الإحتياجات الخاصة,إعاقات متعددة,إربد;جهة تطوعية,المراكز والمؤسسات,1570,الأردن,962788943188,,إربد، منشية بني حسن 
جمعية سمر الخيرية,إعاقات ذهنية,إربد;جهة تطوعية,المراكز والمؤسسات,1571,الأردن,962795639172,,إربد، بني كنانة، بلدة سمر - قرب بلدية الشعلة 
مركز التأهيل المجتمعي للمعاقين,إعاقات متعددة,إربد;جهة دولية,المراكز والمؤسسات,1572,الأردن,,irbidcbr94@yahoo.com,إربد، مخيم إربد، الحي الشمالي، شارع بلاط الشهداء - بجانب مدارس الوكالة 
جمعية كفر عوان الخيرية,إعاقات متعددة,إربد;جهة تطوعية,المراكز والمؤسسات,1573,الأردن,,,إربد، الكورة، كفر عوان، وسط البلد - قرب جامع العباس 
جمعية اليرموك /لواء بني كنانة,إعاقات متعددة,إربد;جهة تطوعية,المراكز والمؤسسات,1574,الأردن,962776642717,yarmouk_society99@yahoo.com,إربد، بني كنانة، حبراص، الشارع الرئيسي - تحت بلدية الكفارات 
جمعية دير يوسف الخيرية,إعاقات ذهنية,إربد;جهة تطوعية,المراكز والمؤسسات,1575,الأردن,,rabee.alomari@yahoo.com,إربد، دير يوسف، وسط البلد - مقابل المسجد الكبير
الجمعية الخيرية للعمل الإجتماعي,إعاقات ذهنية,إربد;جهة تطوعية,المراكز والمؤسسات,1576,الأردن,,charity4unable@gmail.com,إربد، حي التركمان، خلف المركز الصحي 
جمعية ارحابا الخيرية,إعاقات ذهنية,إربد;جهة تطوعية,المراكز والمؤسسات,1577,الأردن,962797520961,rehabacharity@gmail.com,إربد، المزار	ارحابا، الشارع الرئيسي - قرب مسجد النور 
جمعية الطيبة الخيرية,إعاقات ذهنية,إربد;جهة تطوعية,المراكز والمؤسسات,1578,الأردن,,alawnehyasmeen@gmail.com,إربد، لواء الطيبة، قرب مديرية التنمية الإجتماعية 
جمعية أبي عبيدة الخيرية,إعاقات ذهنية,إربد;جهة تطوعية,المراكز والمؤسسات,1579,الأردن,962772120110,,إربد، المزار الشمالي، قرب مدرسة بنات المزار الأساسية الاولى
جمعية المشارع الخيرية,إعاقات ذهنية,إربد;جهة تطوعية,المراكز والمؤسسات,1580,الأردن,,,إربد، الأغوار الشمالية، المشارع - قرب نادي المشارع 
جمعية أبي الدرداء للتربية الخاصة,إعاقات ذهنية,إربد;جهة تطوعية,المراكز والمؤسسات,1581,الأردن,962785552382,,إربد، زحر، بجانب ثانوية البنات
مركز المنار للتنمية الفكرية/ إربد,إعاقات ذهنية,إربد;جهة حكومية,المراكز والمؤسسات,1582,الأردن,962777776436,tamam.alatik@yahoo.com,إربد، طريق حوارة، قرب كازية الكراسنة - بجانب صالة بردى 
مركز العناية بالسمع والنطق,إعاقات سمعية,إربد;جهة تطوعية,المراكز والمؤسسات,1583,الأردن,962796317417,speech_hearing@yahoo.com,إربد، مجمع عمان القديم 
الجمعية الأردنية للسمع والنطق,إعاقات متعددة,إربد;جهة تطوعية,المراكز والمؤسسات,1584,الأردن,962799364637,jordanian.society_hs@yahoo.com,إربد، مقابل البوابة الشمالية لجامعة اليرموك
مركز صوت الحياة للسمع والنطق,إعاقات سمعية,إربد;جهة خاصة,المراكز والمؤسسات,1585,الأردن,962785195902,sound_live00@yahoo.com,إربد، شارع الملك طلال، مجمع المدينة المنورة - ط1
جمعية ملكا الخيرية,إعاقات سمعية,إربد;جهة تطوعية,المراكز والمؤسسات,1586,الأردن,962777780220,,إربد، ملكا، شرق المركز الصحي - قرب المقبرة
جمعية جديتا الخيرية,إعاقات متعددة,إربد;جهة تطوعية,المراكز والمؤسسات,1587,الأردن,,,إربد، الكورة، جديتا - الشارع الرئيسي
جمعية النهضة للتحديات الحركية,إعاقات حركية,إربد;جهة تطوعية,المراكز والمؤسسات,1588,الأردن,962777717917,nahdairbid@gmail.com,إربد، شارع محمد نجيب، قرب دائرة الأحوال المدنية 
مركز إربد للشلل الدماغي,إعاقات حركية,إربد;جهة تطوعية,المراكز والمؤسسات,1589,الأردن,,cpf.irbid@yahoo.com,إربد، شارع فلسطين، بداية حي طوال البارحة - قرب دار الأحداث 
"جمعية العائلة البيضاء ""الألبينو"" الخيرية",إعاقات بصرية,إربد;جهة تطوعية,المراكز والمؤسسات,1590,الأردن,,albino.jordan@barid.com,إربد، شارع الهاشمي، مقابل المسجد الهاشمي - مجمع الزهراوي 
جمعية معاذ بن جبل الخيرية للمكفوفين,إعاقات بصرية,إربد;جهة تطوعية,المراكز والمؤسسات,1591,الأردن,962795062164,,إربد، الأغوار الشمالية، الشونة الشمالي - قرب مديرية الأشغال العامة 
بيت اللقاء لذوي الإحتياجات الخاصة,إعاقات متعددة,جهة تطوعية;جهة خاصة;مأدبا,المراكز والمؤسسات,1592,الأردن,962788654998,sermigiordan@gmail.com,مأدبا، طريق ذيبان، منطقة التيم - بجانب المقبرة المسيحية الجديدة 
مركز الأمل للتربية الخاصة,إعاقات ذهنية,جهة تطوعية;مأدبا,المراكز والمؤسسات,1593,الأردن,962795062153,,مأدبا، صوفا، بعد المقبرة الاسلامية 
جمعية عبد الرحمن بن عوف الخيرية,إعاقات سمعية,جهة تطوعية;مأدبا,المراكز والمؤسسات,1594,الأردن,,fasatlaali@gmail.com,مأدبا، شارع الملك عبدالله، بناء عبدالله مرزوق - ط1
جمعية الوفاق الخيرية,إعاقات سمعية,جهة تطوعية;مأدبا,المراكز والمؤسسات,1595,الأردن,,abd_wledat@yahoo.com,مأدبا، لواء ذيبان، قرية المشرفة، الشارع العام - مقابل أسواق المدينة الإستهلاكية 
جمعية السلط لرعاية وتأهيل ذوي الإعاقات الخيرية,إعاقات متعددة,البلقاء;جهة تطوعية,المراكز والمؤسسات,1596,الأردن,962772281001,m_hisat69@yahoo.com,البلقاء، شارع الميدان، قرب مكتب إفتاء البلقاء - مقابل البنك التجاري الأردني 
"مركز الجوفة المجتمعي للتأهيل ""بيت سليم """,إعاقات متعددة,البلقاء;جهة تطوعية,المراكز والمؤسسات,1597,الأردن,962795111330,,البلقاء، لواء الشونة الجنوبية، قرية الجوفة، خلف المركز الصحي - بجانب الصندوق الأردني الهاشمي 
جمعية البلاونة الخيرية,إعاقات متعددة,البلقاء;جهة تطوعية,المراكز والمؤسسات,1598,الأردن,,nawalsalm@gmail.com,البلقاء، دير علا، البلاونة، منطقة أبي عبيدة البلاونة - بجانب شعبة البريد
مركز الأمل للتربية الخاصة,إعاقات ذهنية,البلقاء;جهة تطوعية,المراكز والمؤسسات,1599,الأردن,962776468564,,البلقاء، شارع بركة العامرية، بجانب مدارس البلقاء الإسلامية 
مركز الأميرة عالية بنت الحسين للتربية الخاصة,إعاقات ذهنية,البلقاء;جهة تطوعية,المراكز والمؤسسات,1600,الأردن,,,البلقاء، مخيم البقعة، قرب عيادات وكالة الغوث
جمعية السلط الخيرية الإسلامية,إعاقات سمعية,البلقاء;جهة تطوعية,المراكز والمؤسسات,1601,الأردن,962795319927,saltsociety@yahoo.com,البلقاء، السلط، مجمع الدوائر الحكومية - جسر زي 
جمعية الروضة للتنمية الإجتماعية,إعاقات سمعية,البلقاء;جهة تطوعية,المراكز والمؤسسات,1602,الأردن,,,البلقاء، لواء الشونة الجنوبية، منطقة الروضة - شارع البلدية 
مؤسسة الأراضي المقدسة للصم,إعاقات سمعية,البلقاء;جهة تطوعية,المراكز والمؤسسات,1603,الأردن,962792568382,hlid@go.com.jo,البلقاء، حي السلالم، بجانب مصنع الأدوية 
جمعية الرؤى للمكفوفين/دير علا,إعاقات بصرية,البلقاء;جهة تطوعية,المراكز والمؤسسات,1604,الأردن,,rooamk@yahoo.com,البلقاء، دير علا، الصوالحة - بجانب مسجد الصوالحة الكبير 
جمعية سعد بن معاذ الخيرية لذوي الإحتياجات الخاصة,إعاقات متعددة,الزرقاء;جهة تطوعية,المراكز والمؤسسات,1605,الأردن,962796268074,hamada.2029@hotmail.com,الزرقاء، حي الأمير محمد، الحاووز، شارع الأندلس - قرب مستشفى الزرقاء الحكومي 
مركز التأهيل والتشغيل المهني,إعاقات متعددة,الزرقاء;جهة حكومية,المراكز والمؤسسات,1606,الأردن,962777336637,,الزرقاء، شارع عمان_الرصيفة، بجانب جامع مدينة الحجاج - مقابل مخيم حطين 
جمعية زارعي البسمة الخيرية,إعاقات متعددة,الزرقاء;جهة تطوعية,المراكز والمؤسسات,1607,الأردن,962796843053,,الزرقاء، مخيم حطين، شارع الملك حسين - قرب صيدلية مكة - بناء317
مركز الأمل الجديد لرعاية متعددي الإعاقات,إعاقات متعددة,الزرقاء;جهة حكومية,المراكز والمؤسسات,1608,الأردن,962786453394,newhappy_center@yahoo.com,الزرقاء، الرصيفة، ياجوز، خلف مستشفى الأمير فيصل - بجانب مستودعات الصحة /التزويد
مركز حطين للكشف المبكر عن الإعاقات والتأهيل المجتمعي,إعاقات متعددة,الزرقاء;جهة حكومية,المراكز والمؤسسات,1609,الأردن,,,الزرقاء، الرصيفة ، مخيم حطين، الشارع الرئيسي - بجانب المركز الأمني 
جمعية سيدات الضليل للتربية الخاصة,إعاقات ذهنية,الزرقاء;جهة تطوعية,المراكز والمؤسسات,1610,الأردن,,fateman71@yahoo.com,الزرقاء، الضليل، مقابل مركز الرعاية وكازية الصالح 
مركز التأهيل المبني على المجتمع المحلي,إعاقات متعددة,الزرقاء;جهة دولية,المراكز والمؤسسات,1611,الأردن,962795023025,,الزرقاء، مخيم الزرقاء، شارع المدارس 
جمعية خطوتنا,إعاقات متعددة,الزرقاء;جهة تطوعية,المراكز والمؤسسات,1612,الأردن,962795851643,newstep_2010@hotmail.com,الزرقاء، الرصيفة، إسكان هاشم - داخل حديقة بركة الببسي(فرح)
مركز رؤيا للتربية الخاصة,إعاقات متعددة,الزرقاء;جهة خاصة,المراكز والمؤسسات,1613,الأردن,962777736903,royaeducation@hotmail.com,الزرقاء، الزرقاء الجديدة، مقابل مسجد يافا الكبير 
مركز مراد الأمل للتربية الخاصة,إعاقات متعددة,الزرقاء;جهة خاصة,المراكز والمؤسسات,1614,الأردن,962795912600,,الزرقاء، حي السلام، شارع علي بن أبي طالب 
مركز جمعية عثمان بن عفان للتربية الخاصة,إعاقات ذهنية,الزرقاء;جهة تطوعية,المراكز والمؤسسات,1615,الأردن,962788140591,othman.society.jo@gmail.com,الزرقاء، الزرقاء الجديدة، شارع مكة المكرمة -بناء رقم 92
جمعية السيدات العاملات,إعاقات حركية,الزرقاء;جهة تطوعية,المراكز والمؤسسات,1616,الأردن,,w_wworkingsociety@hotmail.com,الزرقاء، الرصيفة، الجبل الجنوبي - شارع محمود سالم الحلبي - بناية 4
شركة العطاء الشامل,إعاقات ذهنية,الزرقاء;جهة خاصة,المراكز والمؤسسات,1617,الأردن,962799229966,alaaalmalki0@gmail.com,الزرقاء، الزرقاء الجديدة، عيادات البتراوي سابقاً - خلف السيفوي
مركز الضليل للرعاية والتأهيل,إعاقات ذهنية,الزرقاء;جهة حكومية,المراكز والمؤسسات,1618,الأردن,962785103384,,الزرقاء، الضليل، خلف أسواق الضليل المركزية - بجانب المدرسة المركزية للذكور 
جمعية عقربا الخيرية التنموية / مركز النشاط النهاري للمعاقين الكبار,إعاقات ذهنية,الزرقاء;جهة تطوعية,المراكز والمؤسسات,1619,الأردن,,,الزرقاء، حي رمزي، قرب مدرسة سعيد بن المسيب 
المركز الإستشاري التطبيقي للتربية الخاصة,إعاقات ذهنية,الزرقاء;جهة خاصة,المراكز والمؤسسات,1620,الأردن,962795654531,cacjo2012@gmail.com,الزرقاء، الرصيفة، طريق ياجوز، مقابل مديرية تربية الرصيفة 
جمعية الخربة السمراء للإحتياجات الخاصة الخيرية,إعاقات متعددة,المفرق;جهة تطوعية,المراكز والمؤسسات,1621,الأردن,,,المفرق، الخربة السمراء	، روضة الأمير محمد - قرب مدرسة الذكور
جمعية رعاية الطفل الخيرية,إعاقات متعددة,المفرق;جهة تطوعية,المراكز والمؤسسات,1622,الأردن,962779383795,,المفرق، البادية الشمالية الشرقية، السعيدية - جانب المسجد الكبير 
جمعية الخالدية للتربية الخاصة,إعاقات متعددة,المفرق;جهة تطوعية,المراكز والمؤسسات,1623,الأردن,962777782688,,المفرق، الخالدية ، شارع جمعية التنمية - مقابل مقبرة البقيع 
مركز الرواء للتربية الخاصة,إعاقات ذهنية,المفرق;جهة خاصة,المراكز والمؤسسات,1624,الأردن,962772228163,,المفرق، شارع ايدون، قرب نادي الطفل 
جمعية تل الرماح للتنمية الاجتماعية,إعاقات حركية,المفرق;جهة تطوعية,المراكز والمؤسسات,1625,الأردن,962777288230,,المفرق،البادية الشمالية الشرقية ،قضاء دير الكهف 
جمعية أهالي الرويشد للعناية بالأشخاص المعوقين,إعاقات ذهنية,المفرق;جهة تطوعية,المراكز والمؤسسات,1626,الأردن,962785842002,,المفرق، البادية الشمالية الشرقية، شارع بغداد - مقابل مبنى البلدية 
جمعية رحاب لذوي الإحتياجات الخاصة,إعاقات ذهنية,المفرق;جهة تطوعية,المراكز والمؤسسات,1627,الأردن,962788121170,,المفرق، رحاب بني حسن، قرب المؤسسة العسكرية 
جمعية بلعما للتربية الخاصة,إعاقات ذهنية,المفرق;جهة تطوعية,المراكز والمؤسسات,1628,الأردن,962777716775,,المفرق، بلعما، بجانب جمعية بلعما للتنمية
جمعية صبحا لذوي الإحتياجات الخاصة,إعاقات ذهنية,المفرق;جهة تطوعية,المراكز والمؤسسات,1629,الأردن,962779819796,,المفرق، البادية الشمالية ، صبحا وصبحية الشارع العام 
جمعية حليمة السعدية لرعاية الأيتام الخيرية,صعوبات تعلم,المفرق;جهة تطوعية,المراكز والمؤسسات,1630,الأردن,962772326266,halema079@yahoo.com,المفرق،البادية الشمالية الغربية ،قضاء حوشة - الحمراء
جمعية عجلون الخيرية لشؤون الأشخاص ذوي الإعاقة,إعاقات متعددة,جهة تطوعية;عجلون,المراكز والمؤسسات,1631,الأردن,962779817461,,عجلون، قرب مستشفى الإيمان 
جمعية صلاح الدين لرعاية المعاقين والأيتام الخيرية,إعاقات متعددة,جهة تطوعية;عجلون,المراكز والمؤسسات,1632,الأردن,962772152141,, عجلون ، حلاوة الهاشمية، بناء الصناعة والتجارة - ط3
جمعية أصدقاء المجتمع للإعاقات الذهنية البسيطة والمتوسطة,إعاقات ذهنية,جهة تطوعية;عجلون,المراكز والمؤسسات,1633,الأردن,962776929077,,عجلون ،وسط البلد ،مقابل الإتحاد العام للجمعيات الخيرية لمحافظة عجلون 
جمعية الجبل للتربية الخاصة,إعاقات ذهنية,جهة تطوعية;عجلون,المراكز والمؤسسات,1634,الأردن,962776929077,,عجلون ،الصخرة ،	الحي الشمالي 
مركز جمعية الزهراء الخيرية للتربية الخاصة,إعاقات ذهنية,الزرقاء;جهة تطوعية,المراكز والمؤسسات,1635,الأردن,962798342016,alzahraacharity@gmail.com,الزرقاء، الرصيفة	، الجبل الشمالي، خلف مدرسة جمانة - بناء رقم 25
مركز سما للتجهيزات الطبية والسمعية,إعاقات متعددة,الزرقاء;جهة خاصة,المراكز والمؤسسات,1636,الأردن,,,الزرقاء، شارع السعادة، مقابل البنك العربي والبنك الاسلامي - عمارة طارق سنتر - ط5 
مركز الترك لتقويم النطق واللغة,إعاقات سمعية,الزرقاء;جهة خاصة,المراكز والمؤسسات,1637,الأردن,,,الزرقاء، شارع السعادة، عمارة السعادة - مقابل مطاعم السلام 
مركز آل مكتوم للعناية بالشلل الدماغي,إعاقات حركية,الزرقاء;جهة خاصة,المراكز والمؤسسات,1638,الأردن,962786760044,cpf-zarka@hotmail.com,الزرقاء، شارع السائب بن العوام، حي رمزي، خلف الدفاع المدني - جانب مسبح الفيروز
مركز التعليم للجميع لتنمية وتطوير قدرات الطفل,إعاقات متعددة,جهة خاصة;عمان,المراكز والمؤسسات,1639,الأردن,,info@learning2gether.com.jo,عمان، تلاع العلي، خلف أسواق السلطان - شارع عياض بن زهير - فيلا رقم 38
الأكاديمية الوطنية للتربية الخاصة,إعاقات متعددة,جهة خاصة;عمان,المراكز والمؤسسات,1642,الأردن,,,عمان، ماركا الجنوبية، المغيرات - مقابل شركة الكوكاكولا
شركة البراءة للتجهيزات الطبية,إعاقات متعددة,جهة خاصة;عمان,المراكز والمؤسسات,1645,الأردن,,baraa.bmc@gmail.com,عمان، جبل الحسين، دوار الداخلية - شارع الرازي - بناء 116
مركز الخزامى,إعاقات متعددة,جهة خاصة;عمان,المراكز والمؤسسات,1648,الأردن,,info@khuzamajo.org,عمان، شارع الإستقلال، خلف وزارة التنمية الإجتماعية
جمعية بناة الوطن لرعاية وتأهيل المعوقين,إعاقات متعددة,جهة حكومية;عمان,المراكز والمؤسسات,1650,الأردن,,,عمان، الأشرفية، شارع سوق عكاظ 
جمعية أبو علندا للتنمية الاجتماعية,إعاقات متعددة,جهة تطوعية;عمان,المراكز والمؤسسات,1653,الأردن,962797156966,,عمان، أبو علندا، شارع الكهف - داخل حديقة الشهيد محمد حمد الحنيطي 
جمعية الحياة لرعاية وتأهيل المعوقين الخيرية,إعاقات متعددة,جهة تطوعية;عمان,المراكز والمؤسسات,1659,الأردن,,association.alhayat.jo@gmail.com,عمان، الدوار الأول، شارع الرينبو
جمعية الزهراء الخيرية لرعاية الطفولة,إعاقات متعددة,جهة خاصة;عمان,المراكز والمؤسسات,1660,الأردن,962797795905,kurdi_hana@yahoo.com,عمان، تلاع العلي، خلف وزارة الزراعة - عمارة 29
جمعية تنمية المرأة الأردنية للصم,إعاقات سمعية,جهة حكومية;عمان,المراكز والمؤسسات,1662,الأردن,962777991499,deaf-women@hotmail.com,عمان، جبل الحسين، دوار المأمونية
جمعية أنا إنسان للأشخاص ذوي الإعاقة,إعاقات متعددة,جهة تطوعية;عمان,المراكز والمؤسسات,1664,الأردن,,iamahuman.isia@yahoo.com,عمان، شارع الاردن، عرجان - شارع رشيد بقدونس - مبنى 15
الهيئة الهاشمية للمصابين العسكريين,إعاقات متعددة,جهة حكومية;عمان,المراكز والمؤسسات,1665,الأردن,962795859211,hcdsjo@yahoo.com,عمان، حي المدينة الرياضية، منطقة الكرسي، بجانب أسواق السلام - شارع الشعب 
جمعية الجنوب للتربية الخاصة,إعاقات متعددة,جهة تطوعية;معان,المراكز والمؤسسات,1666,الأردن,,,معان، الطريق الصحراوي، قرب مبنى المحافظة
جمعية البادية الوسطى لذوي الإحتياجات الخاصة,إعاقات متعددة,جهة تطوعية;عمان,المراكز والمؤسسات,1667,الأردن,962777244883,,عمان، الموقر، بجانب مركز الملكة رانيا العبدالله لتكنولوجيا المعلومات 
جمعية شمس الأمل لرعاية الأشخاص ذوي الإعاقة,إعاقات متعددة,جهة تطوعية;عمان,المراكز والمؤسسات,1668,الأردن,962776750720,shmsalamal@gmail.com,عمان، سحاب، الحي الشمالي ، مجمع الباصات القديم - شارع صالة السيتي 
الجمعية الأردنية للعلاج الوظيفي,إعاقات متعددة,جهة تطوعية;عمان,المراكز والمؤسسات,1672,الأردن,962776085300,jost.jordan@gmail.com,عمان، وادي صقرة، شارع عرار
مركز النورس للنطق واللغة,إعاقات متعددة,جهة خاصة;عمان,المراكز والمؤسسات,1673,الأردن,,alnourascenter@yahoo.com,عمان، العبدلي، مجمع شيكاغو التجاري - ط1- مكتب 10
جمعية تدريب وتأهيل الفتيات المعاقات الخيرية,إعاقات متعددة,جهة تطوعية;عمان,المراكز والمؤسسات,1674,الأردن,,training_girls@yahoo.com,عمان، النزهة، خلف استقلال مول، مقابل مجمع سفيان الثوري - مبنى رقم 28
مركز التأهيل المجتمعي للمعاقين/ مخيم الطالبية,إعاقات متعددة,جهة دولية;عمان,المراكز والمؤسسات,1675,الأردن,,crc.talbeah@yahoo.com,عمان، الجيزة، مخيم الطالبية - قرب مدرسة الطالبية الثانوية للبنات 
مركز التأهيل المجتمعي للمعاقين/ الوحدات,إعاقات متعددة,جهة دولية;عمان,المراكز والمؤسسات,1676,الأردن,962796962578,wehdatcbr96@yahoo.com,عمان، مخيم الوحدات، شارع مدارس وكالة الغوث 
جمعية شرق عمان الخيرية,إعاقات حركية,جهة خاصة;عمان,المراكز والمؤسسات,1677,الأردن,,east.amman@yahoo.com,عمان، ماركا الجنوبية، شارع صالح حسن هملان، دوار اليونيسيف - مقابل مؤسسة نهر الاردن 
مركز العناية والرعاية للتربية الخاصة,إعاقات متعددة,جهة خاصة;عمان,المراكز والمؤسسات,1678,الأردن,,,عمان، القسطل، جسر المطار - قرب كازية النبر 
جمعية أهالي وأصدقاء الأشخاص المعوقين,إعاقات متعددة,جهة تطوعية;عمان,المراكز والمؤسسات,1679,الأردن,,fsspd17@gmail.com,عمان، جبل الحسين، شارع الجليل، قرب جامع المحسنين، مقابل مدرسة الرشيد الأساسية - بناية رقم 86
المدرسة العربية للتربية الخاصة,إعاقات متعددة,جهة خاصة;عمان,المراكز والمؤسسات,1680,الأردن,,arabicsse@yahoo.com,عمان، البنيات، شارع الحرية - بجانب صالة فينيسيا 
أكاديمية العصام للتربية الخاصة,إعاقات متعددة,جهة خاصة;عمان,المراكز والمؤسسات,1681,الأردن,,alessam.academy@gmail.com,عمان، مرج الحمام، إسكان سلطة المصادر الطبيعية - خلف محطة أبو زهرة للمحروقات 
مركز بدوة للتربية الخاصة,إعاقات ذهنية,جهة تطوعية;عمان,المراكز والمؤسسات,1682,الأردن,,sehanafseh@hotmail.com,عمان، اللويبدة، شارع عادل زعيتر - بجانب مكتب منظمة التحرير الفلسطينية 
