0,1,2,3,4,5,6,7,8
habdir143,جمعية الثغر لرعاية المعوقين,إعاقات ذهنية,المراكز والمؤسسات,العقبة|جهة تطوعية,الأردن,,,العقبة، المنطقة السادسة، قرب إتحاد عام الجمعيات الخيرية
habdir144,جمعية مؤسسة العناية بالشلل الدماغي,إعاقات ذهنية,المراكز والمؤسسات,العقبة|جهة تطوعية,الأردن,962797742850,cpsammjo@orange.jo,العقبة، المنطقة الرابعة، قرب مركز أبو زهرة التجاري
habdir145,جمعية بصيرا الخيرية,إعاقات حركية,المراكز والمؤسسات,الطفيلة|جهة تطوعية,الأردن,,jrofou@yahoo.com,الطفيلة، بصيرا، البلدة القديمة - شارع الفريوات
habdir146,مدرسة عبد الرحمن بن عوف للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الطفيلة|جهة حكومية,الأردن,,,الطفيلة، بجانب مركز صحي الطفيلة الأولى - قرب مديرية تربية الطفيلة
habdir147,مركز الجود للتربية الخاصة,إعاقات سمعية,المراكز والمؤسسات,الكرك|جهة خاصة,الأردن,962772098084,,الكرك، مؤتة، حي الجامعة - مقابل صالة أنوار مؤتة
habdir148,جمعية اللورنس لذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,962797877427,umlorans2011@gmail.com,الكرك، لواء القصر، مقابل شركة الكهرباء
habdir149,جمعية السرى لحقوق الأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,962796446321,faris.frhan@yahoo.com,الكرك، الثنية، قرب شركة الكهرباء
habdir150,جمعية الشهيد عمر المجالي للتبرع بالقرنيات والأعضاء,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,962799466667,hemoooo2015.hm@gmail.com,الكرك، بلدة الربة
habdir151,جمعية نغم الحياة الخيرية,إعاقات بصرية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,962790525292,hemo2018.majali@gmail.com,الكرك، بلدة الربة
habdir152,جمعية المدينة المنورة لرعاية ذوي الإحتياجات الخاصة وأسرهم الخيرية,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,,,الكرك، العدنانية، مقابل مدرسة زيد بن حارثة
habdir153,مركز الكرك للرعاية والتأهيل,إعاقات متعددة,المراكز والمؤسسات,الكرك|جهة حكومية,الأردن,962796984724,markez.karak@mosd.com.jo,الكرك، الوسية، بجانب جمعية مؤتة للتربية الخاصة
habdir154,مركز القطرانة للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة حكومية,الأردن,,,الكرك، القطرانة، قرب المركز الصحي - بجانب مركز الشباب
habdir155,جمعية غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,962797937157,,الكرك، غور الصافي، شارع السوق التجاري - جانب مدرسة الصافي الثانوية للبنين
habdir156,مركز مؤاب لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,962795826797,khaledtarawna@yahoo.com,الكرك، الخالدية، المزار الجنوبي، مؤاب
habdir157,جمعية سيدات غور الصافي للتنمية الإجتماعية,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,962795643422,saficrafts@gmail.com,الكرك، الأغوار الجنوبية، قرب مستشفى غور الصافي
habdir158,مركز الكرك للشلل الدماغي,إعاقات ذهنية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,962797028053,cpf.karak@hotmail.com,الكرك، منطقة المنشية، بعد إشارة المستشفى العسكري - خلف مدرسة المنشية للبنين
habdir159,جمعية الكرك لرعاية ذوي الإعاقات الحركية,إعاقات حركية,المراكز والمؤسسات,الكرك|جهة تطوعية,الأردن,,,الكرك، شارع مجمع النقابات المهنية سابقاً، مقابل مصاروة
habdir160,جمعية البتراء للتربية الخاصة,إعاقات حركية,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,962795410168,mohammad.ghanem1@gmail.com,معان، وادي موسى، وسط البلد، نادي الشباب - ط أرضي
habdir161,جمعية الشراه الجنوبية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,,,معان، قضاء المريغة، مقابل مدرسة المريغة الأساسية للذكور
habdir162,جمعية الشوبك لرعاية الأيتام وذوي الإحتياجات الخاصة الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,962772696336,,معان، مثلث الشوبك، وسط البلد - مسجد مصعب بن عمير
habdir163,جمعية الحسينية لرعاية وتأهيل المعاقين,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,962777535251,,معان، الحسينية
habdir164,جمعية الراجف للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,962772167185,,معان، البتراء، راجف، قرب مدرسة الراجف - حي الجمعية
habdir165,مركز الكورة الشامل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة حكومية,الأردن,,,إربد، الكورة، دير أبو سعيد
habdir166,الجمعية الهاشمية لرعاية وتأهيل المعاقين,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962777373034,the-hartrp-jordan@yahoo.com,إربد، كفر أسد، غرب إربد - مقابل بلدية الوسطية
habdir167,جمعية أصحاب الهمم للمعوقين,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,kafrainy@gmail.com,إربد، الأغوار الشمالية، المشارع، الشارع الرئيسي - قرب مسجد أبو ذر الغفاري
habdir168,أكاديمية الشمال للتدريب والتأهيل,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة خاصة,الأردن,962785721799,robeidat78@yahoo.com,إربد، غرب دوار إربد مول، باتجاه طريق مجمع الغور
habdir169,جمعية علعال الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962777548219,,إربد، علعال، مقابل مسجد علعال الكبير
habdir170,مركز البقاعي للرعاية والتأهيل الشامل,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة خاصة,الأردن,962798542071,alboqaiworld@gmail.com,إربد، الحي الشرقي، خلف مركز أمن الحي الشرقي
habdir171,جمعية الشفاء لرعاية المعوقين,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,,إربد، مثلث فوعرا، تحت مسجد الإيمان
habdir172,جمعية المنشية لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962788943188,,إربد، منشية بني حسن
habdir173,جمعية سمر الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962795639172,,إربد، بني كنانة، بلدة سمر - قرب بلدية الشعلة
habdir174,مركز التأهيل المجتمعي للمعاقين,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة دولية,الأردن,,irbidcbr94@yahoo.com,إربد، مخيم إربد، الحي الشمالي، شارع بلاط الشهداء - بجانب مدارس الوكالة
habdir175,جمعية كفر عوان الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,,إربد، الكورة، كفر عوان، وسط البلد - قرب جامع العباس
habdir176,جمعية اليرموك /لواء بني كنانة,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962776642717,yarmouk_society99@yahoo.com,إربد، بني كنانة، حبراص، الشارع الرئيسي - تحت بلدية الكفارات
habdir177,جمعية دير يوسف الخيرية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,rabee.alomari@yahoo.com,إربد، دير يوسف، وسط البلد - مقابل المسجد الكبير
habdir178,الجمعية الخيرية للعمل الإجتماعي,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,charity4unable@gmail.com,إربد، حي التركمان، خلف المركز الصحي
habdir179,جمعية ارحابا الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962797520961,rehabacharity@gmail.com,إربد، المزار	ارحابا، الشارع الرئيسي - قرب مسجد النور
habdir180,جمعية الطيبة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,alawnehyasmeen@gmail.com,إربد، لواء الطيبة، قرب مديرية التنمية الإجتماعية
habdir181,جمعية أبي عبيدة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962772120110,,إربد، المزار الشمالي، قرب مدرسة بنات المزار الأساسية الاولى
habdir182,جمعية المشارع الخيرية,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,,إربد، الأغوار الشمالية، المشارع - قرب نادي المشارع
habdir183,جمعية أبي الدرداء للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962785552382,,إربد، زحر، بجانب ثانوية البنات
habdir184,مركز المنار للتنمية الفكرية/ إربد,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة حكومية,الأردن,962777776436,tamam.alatik@yahoo.com,إربد، طريق حوارة، قرب كازية الكراسنة - بجانب صالة بردى
habdir185,مركز العناية بالسمع والنطق,إعاقات ذهنية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962796317417,speech_hearing@yahoo.com,إربد، مجمع عمان القديم
habdir186,الجمعية الأردنية للسمع والنطق,إعاقات سمعية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962799364637,jordanian.society_hs@yahoo.com,إربد، مقابل البوابة الشمالية لجامعة اليرموك
habdir187,مركز صوت الحياة للسمع والنطق,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة خاصة,الأردن,962785195902,sound_live00@yahoo.com,إربد، شارع الملك طلال، مجمع المدينة المنورة - ط1
habdir188,جمعية ملكا الخيرية,إعاقات سمعية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962777780220,,إربد، ملكا، شرق المركز الصحي - قرب المقبرة
habdir189,جمعية جديتا الخيرية,إعاقات سمعية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,,إربد، الكورة، جديتا - الشارع الرئيسي
habdir190,جمعية النهضة للتحديات الحركية,إعاقات متعددة,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962777717917,nahdairbid@gmail.com,إربد، شارع محمد نجيب، قرب دائرة الأحوال المدنية
habdir191,مركز إربد للشلل الدماغي,إعاقات حركية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,cpf.irbid@yahoo.com,إربد، شارع فلسطين، بداية حي طوال البارحة - قرب دار الأحداث
habdir192,"جمعية العائلة البيضاء ""الألبينو"" الخيرية",إعاقات حركية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,,albino.jordan@barid.com,إربد، شارع الهاشمي، مقابل المسجد الهاشمي - مجمع الزهراوي
habdir193,جمعية معاذ بن جبل الخيرية للمكفوفين,إعاقات بصرية,المراكز والمؤسسات,إربد|جهة تطوعية,الأردن,962795062164,,إربد، الأغوار الشمالية، الشونة الشمالي - قرب مديرية الأشغال العامة
habdir194,بيت اللقاء لذوي الإحتياجات الخاصة,إعاقات بصرية,المراكز والمؤسسات,جهة تطوعية|جهة خاصة|مأدبا,الأردن,962788654998,sermigiordan@gmail.com,مأدبا، طريق ذيبان، منطقة التيم - بجانب المقبرة المسيحية الجديدة
habdir195,مركز الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|مأدبا,الأردن,962795062153,,مأدبا، صوفا، بعد المقبرة الاسلامية
habdir196,جمعية عبد الرحمن بن عوف الخيرية,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية|مأدبا,الأردن,,fasatlaali@gmail.com,مأدبا، شارع الملك عبدالله، بناء عبدالله مرزوق - ط1
habdir197,جمعية الوفاق الخيرية,إعاقات سمعية,المراكز والمؤسسات,جهة تطوعية|مأدبا,الأردن,,abd_wledat@yahoo.com,مأدبا، لواء ذيبان، قرية المشرفة، الشارع العام - مقابل أسواق المدينة الإستهلاكية
habdir198,جمعية السلط لرعاية وتأهيل ذوي الإعاقات الخيرية,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,962772281001,m_hisat69@yahoo.com,البلقاء، شارع الميدان، قرب مكتب إفتاء البلقاء - مقابل البنك التجاري الأردني
habdir199,"مركز الجوفة المجتمعي للتأهيل ""بيت سليم """,إعاقات متعددة,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,962795111330,,البلقاء، لواء الشونة الجنوبية، قرية الجوفة، خلف المركز الصحي - بجانب الصندوق الأردني الهاشمي
habdir200,جمعية البلاونة الخيرية,إعاقات متعددة,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,,nawalsalm@gmail.com,البلقاء، دير علا، البلاونة، منطقة أبي عبيدة البلاونة - بجانب شعبة البريد
habdir201,مركز الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,962776468564,,البلقاء، شارع بركة العامرية، بجانب مدارس البلقاء الإسلامية
habdir202,مركز الأميرة عالية بنت الحسين للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,,,البلقاء، مخيم البقعة، قرب عيادات وكالة الغوث
habdir203,جمعية السلط الخيرية الإسلامية,إعاقات ذهنية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,962795319927,saltsociety@yahoo.com,البلقاء، السلط، مجمع الدوائر الحكومية - جسر زي
habdir204,جمعية الروضة للتنمية الإجتماعية,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,,,البلقاء، لواء الشونة الجنوبية، منطقة الروضة - شارع البلدية
habdir205,مؤسسة الأراضي المقدسة للصم,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,962792568382,hlid@go.com.jo,البلقاء، حي السلالم، بجانب مصنع الأدوية
habdir206,جمعية الرؤى للمكفوفين/دير علا,إعاقات سمعية,المراكز والمؤسسات,البلقاء|جهة تطوعية,الأردن,,rooamk@yahoo.com,البلقاء، دير علا، الصوالحة - بجانب مسجد الصوالحة الكبير
habdir207,جمعية سعد بن معاذ الخيرية لذوي الإحتياجات الخاصة,إعاقات بصرية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,962796268074,hamada.2029@hotmail.com,الزرقاء، حي الأمير محمد، الحاووز، شارع الأندلس - قرب مستشفى الزرقاء الحكومي
habdir208,مركز التأهيل والتشغيل المهني,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,962777336637,,الزرقاء، شارع عمان_الرصيفة، بجانب جامع مدينة الحجاج - مقابل مخيم حطين
habdir209,جمعية زارعي البسمة الخيرية,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,962796843053,,الزرقاء، مخيم حطين، شارع الملك حسين - قرب صيدلية مكة - بناء317
habdir210,مركز الأمل الجديد لرعاية متعددي الإعاقات,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,962786453394,newhappy_center@yahoo.com,الزرقاء، الرصيفة، ياجوز، خلف مستشفى الأمير فيصل - بجانب مستودعات الصحة /التزويد
habdir211,مركز حطين للكشف المبكر عن الإعاقات والتأهيل المجتمعي,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,,,الزرقاء، الرصيفة ، مخيم حطين، الشارع الرئيسي - بجانب المركز الأمني
habdir212,جمعية سيدات الضليل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,,fateman71@yahoo.com,الزرقاء، الضليل، مقابل مركز الرعاية وكازية الصالح
habdir213,مركز التأهيل المبني على المجتمع المحلي,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة دولية,الأردن,962795023025,,الزرقاء، مخيم الزرقاء، شارع المدارس
habdir214,جمعية خطوتنا,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,962795851643,newstep_2010@hotmail.com,الزرقاء، الرصيفة، إسكان هاشم - داخل حديقة بركة الببسي(فرح)
habdir215,مركز رؤيا للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,962777736903,royaeducation@hotmail.com,الزرقاء، الزرقاء الجديدة، مقابل مسجد يافا الكبير
habdir216,مركز مراد الأمل للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,962795912600,,الزرقاء، حي السلام، شارع علي بن أبي طالب
habdir217,مركز جمعية عثمان بن عفان للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,962788140591,othman.society.jo@gmail.com,الزرقاء، الزرقاء الجديدة، شارع مكة المكرمة -بناء رقم 92
habdir218,جمعية السيدات العاملات,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,,w_wworkingsociety@hotmail.com,الزرقاء، الرصيفة، الجبل الجنوبي - شارع محمود سالم الحلبي - بناية 4
habdir219,شركة العطاء الشامل,إعاقات حركية,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,962799229966,alaaalmalki0@gmail.com,الزرقاء، الزرقاء الجديدة، عيادات البتراوي سابقاً - خلف السيفوي
habdir220,مركز الضليل للرعاية والتأهيل,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة حكومية,الأردن,962785103384,,الزرقاء، الضليل، خلف أسواق الضليل المركزية - بجانب المدرسة المركزية للذكور
habdir221,جمعية عقربا الخيرية التنموية / مركز النشاط النهاري للمعاقين الكبار,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,,,الزرقاء، حي رمزي، قرب مدرسة سعيد بن المسيب
habdir222,المركز الإستشاري التطبيقي للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,962795654531,cacjo2012@gmail.com,الزرقاء، الرصيفة، طريق ياجوز، مقابل مديرية تربية الرصيفة
habdir223,جمعية الخربة السمراء للإحتياجات الخاصة الخيرية,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,,,المفرق، الخربة السمراء	، روضة الأمير محمد - قرب مدرسة الذكور
habdir224,جمعية رعاية الطفل الخيرية,إعاقات متعددة,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,962779383795,,المفرق، البادية الشمالية الشرقية، السعيدية - جانب المسجد الكبير
habdir225,جمعية الخالدية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,962777782688,,المفرق، الخالدية ، شارع جمعية التنمية - مقابل مقبرة البقيع
habdir226,مركز الرواء للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,المفرق|جهة خاصة,الأردن,962772228163,,المفرق، شارع ايدون، قرب نادي الطفل
habdir227,جمعية تل الرماح للتنمية الاجتماعية,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,962777288230,,المفرق،البادية الشمالية الشرقية ،قضاء دير الكهف
habdir228,جمعية أهالي الرويشد للعناية بالأشخاص المعوقين,إعاقات حركية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,962785842002,,المفرق، البادية الشمالية الشرقية، شارع بغداد - مقابل مبنى البلدية
habdir229,جمعية رحاب لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,962788121170,,المفرق، رحاب بني حسن، قرب المؤسسة العسكرية
habdir230,جمعية بلعما للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,962777716775,,المفرق، بلعما، بجانب جمعية بلعما للتنمية
habdir231,جمعية صبحا لذوي الإحتياجات الخاصة,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,962779819796,,المفرق، البادية الشمالية ، صبحا وصبحية الشارع العام
habdir232,جمعية حليمة السعدية لرعاية الأيتام الخيرية,إعاقات ذهنية,المراكز والمؤسسات,المفرق|جهة تطوعية,الأردن,962772326266,halema079@yahoo.com,المفرق،البادية الشمالية الغربية ،قضاء حوشة - الحمراء
habdir233,جمعية عجلون الخيرية لشؤون الأشخاص ذوي الإعاقة,صعوبات تعلم,المراكز والمؤسسات,جهة تطوعية|عجلون,الأردن,962779817461,,عجلون، قرب مستشفى الإيمان
habdir234,جمعية صلاح الدين لرعاية المعاقين والأيتام الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عجلون,الأردن,962772152141,,عجلون ، حلاوة الهاشمية، بناء الصناعة والتجارة - ط3
habdir235,جمعية أصدقاء المجتمع للإعاقات الذهنية البسيطة والمتوسطة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عجلون,الأردن,962776929077,,عجلون ،وسط البلد ،مقابل الإتحاد العام للجمعيات الخيرية لمحافظة عجلون
habdir236,جمعية الجبل للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,جهة تطوعية|عجلون,الأردن,962776929077,,عجلون ،الصخرة ،	الحي الشمالي
habdir237,مركز جمعية الزهراء الخيرية للتربية الخاصة,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة تطوعية,الأردن,962798342016,alzahraacharity@gmail.com,الزرقاء، الرصيفة	، الجبل الشمالي، خلف مدرسة جمانة - بناء رقم 25
habdir238,مركز سما للتجهيزات الطبية والسمعية,إعاقات ذهنية,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,,,الزرقاء، شارع السعادة، مقابل البنك العربي والبنك الاسلامي - عمارة طارق سنتر - ط5
habdir239,مركز الترك لتقويم النطق واللغة,إعاقات متعددة,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,,,الزرقاء، شارع السعادة، عمارة السعادة - مقابل مطاعم السلام
habdir240,مركز آل مكتوم للعناية بالشلل الدماغي,إعاقات سمعية,المراكز والمؤسسات,الزرقاء|جهة خاصة,الأردن,962786760044,cpf-zarka@hotmail.com,الزرقاء، شارع السائب بن العوام، حي رمزي، خلف الدفاع المدني - جانب مسبح الفيروز
habdir241,مركز التعليم للجميع لتنمية وتطوير قدرات الطفل,إعاقات حركية,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,,info@learning2gether.com.jo,عمان، تلاع العلي، خلف أسواق السلطان - شارع عياض بن زهير - فيلا رقم 38
habdir242,الأكاديمية الوطنية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,,,عمان، ماركا الجنوبية، المغيرات - مقابل شركة الكوكاكولا
habdir243,شركة البراءة للتجهيزات الطبية,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,,baraa.bmc@gmail.com,عمان، جبل الحسين، دوار الداخلية - شارع الرازي - بناء 116
habdir244,مركز الخزامى,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,,info@khuzamajo.org,عمان، شارع الإستقلال، خلف وزارة التنمية الإجتماعية
habdir245,جمعية بناة الوطن لرعاية وتأهيل المعوقين,إعاقات متعددة,المراكز والمؤسسات,جهة حكومية|عمان,الأردن,,,عمان، الأشرفية، شارع سوق عكاظ
habdir246,جمعية أبو علندا للتنمية الاجتماعية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,962797156966,,عمان، أبو علندا، شارع الكهف - داخل حديقة الشهيد محمد حمد الحنيطي
habdir247,جمعية الحياة لرعاية وتأهيل المعوقين الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,,association.alhayat.jo@gmail.com,عمان، الدوار الأول، شارع الرينبو
habdir248,جمعية الزهراء الخيرية لرعاية الطفولة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,962797795905,kurdi_hana@yahoo.com,عمان، تلاع العلي، خلف وزارة الزراعة - عمارة 29
habdir249,جمعية تنمية المرأة الأردنية للصم,إعاقات متعددة,المراكز والمؤسسات,جهة حكومية|عمان,الأردن,962777991499,deaf-women@hotmail.com,عمان، جبل الحسين، دوار المأمونية
habdir250,جمعية أنا إنسان للأشخاص ذوي الإعاقة,إعاقات سمعية,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,,iamahuman.isia@yahoo.com,عمان، شارع الاردن، عرجان - شارع رشيد بقدونس - مبنى 15
habdir251,الهيئة الهاشمية للمصابين العسكريين,إعاقات متعددة,المراكز والمؤسسات,جهة حكومية|عمان,الأردن,962795859211,hcdsjo@yahoo.com,عمان، حي المدينة الرياضية، منطقة الكرسي، بجانب أسواق السلام - شارع الشعب
habdir252,جمعية الجنوب للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|معان,الأردن,,,معان، الطريق الصحراوي، قرب مبنى المحافظة
habdir253,جمعية البادية الوسطى لذوي الإحتياجات الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,962777244883,,عمان، الموقر، بجانب مركز الملكة رانيا العبدالله لتكنولوجيا المعلومات
habdir254,جمعية شمس الأمل لرعاية الأشخاص ذوي الإعاقة,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,962776750720,shmsalamal@gmail.com,عمان، سحاب، الحي الشمالي ، مجمع الباصات القديم - شارع صالة السيتي
habdir255,الجمعية الأردنية للعلاج الوظيفي,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,962776085300,jost.jordan@gmail.com,عمان، وادي صقرة، شارع عرار
habdir256,مركز النورس للنطق واللغة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,,alnourascenter@yahoo.com,عمان، العبدلي، مجمع شيكاغو التجاري - ط1- مكتب 10
habdir257,جمعية تدريب وتأهيل الفتيات المعاقات الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,,training_girls@yahoo.com,عمان، النزهة، خلف استقلال مول، مقابل مجمع سفيان الثوري - مبنى رقم 28
habdir258,مركز التأهيل المجتمعي للمعاقين/ مخيم الطالبية,إعاقات متعددة,المراكز والمؤسسات,جهة دولية|عمان,الأردن,,crc.talbeah@yahoo.com,عمان، الجيزة، مخيم الطالبية - قرب مدرسة الطالبية الثانوية للبنات
habdir259,مركز التأهيل المجتمعي للمعاقين/ الوحدات,إعاقات متعددة,المراكز والمؤسسات,جهة دولية|عمان,الأردن,962796962578,wehdatcbr96@yahoo.com,عمان، مخيم الوحدات، شارع مدارس وكالة الغوث
habdir260,جمعية شرق عمان الخيرية,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,,east.amman@yahoo.com,عمان، ماركا الجنوبية، شارع صالح حسن هملان، دوار اليونيسيف - مقابل مؤسسة نهر الاردن
habdir261,مركز العناية والرعاية للتربية الخاصة,إعاقات حركية,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,,,عمان، القسطل، جسر المطار - قرب كازية النبر
habdir262,جمعية أهالي وأصدقاء الأشخاص المعوقين,إعاقات متعددة,المراكز والمؤسسات,جهة تطوعية|عمان,الأردن,,fsspd17@gmail.com,عمان، جبل الحسين، شارع الجليل، قرب جامع المحسنين، مقابل مدرسة الرشيد الأساسية - بناية رقم 86
habdir263,المدرسة العربية للتربية الخاصة,إعاقات متعددة,المراكز والمؤسسات,جهة خاصة|عمان,الأردن,,arabicsse@yahoo.com,عمان، البنيات، شارع الحرية - بجانب صالة فينيسيا
